Department,District,Active Cases,Deaths,Total
AYACUCHO,LAMPA,5.0,0.0,5.0
AYACUCHO,LARAMATE,4.0,0.0,4.0
AYACUCHO,LEONCIO PRADO,1.0,0.0,1.0
AYACUCHO,LLOCHEGUA,143.0,0.0,143.0
AYACUCHO,LOS MOROCHUCOS,59.0,0.0,59.0
AYACUCHO,LUCANAS,8.0,0.0,8.0
AYACUCHO,LUIS CARRANZA,0.0,1.0,1.0
AYACUCHO,LURICOCHA,50.0,2.0,52.0
AYACUCHO,MARCABAMBA,12.0,0.0,12.0
AYACUCHO,MARIA PARADO DE BELLIDO,9.0,2.0,11.0
AYACUCHO,MORCOLLA,1.0,0.0,1.0
AYACUCHO,OCROS,4.0,3.0,7.0
AYACUCHO,ORONCCOY,1.0,0.0,1.0
AYACUCHO,OTOCA,3.0,0.0,3.0
AYACUCHO,OYOLO,7.0,0.0,7.0
AYACUCHO,PACAPAUSA,4.0,0.0,4.0
AYACUCHO,PACAYCASA,27.0,4.0,31.0
AYACUCHO,PARARCA,2.0,0.0,2.0
AYACUCHO,PARAS,6.0,0.0,6.0
AYACUCHO,PAUSA,27.0,0.0,27.0
AYACUCHO,PUCACOLPA,8.0,0.0,8.0
AYACUCHO,PULLO,11.0,0.0,11.0
AYACUCHO,PUQUIO,389.0,22.0,411.0
AYACUCHO,PUYUSCA,19.0,0.0,19.0
AYACUCHO,QUEROBAMBA,18.0,0.0,18.0
AYACUCHO,QUINUA,36.0,2.0,38.0
AYACUCHO,SACSAMARCA,8.0,0.0,8.0
AYACUCHO,SAMUGARI,50.0,37.0,87.0
AYACUCHO,SAN CRISTOBAL,7.0,0.0,7.0
AYACUCHO,SAN FRANCISCO DE RAVACAYCO,2.0,0.0,2.0
AYACUCHO,SAN JOSE DE TICLLAS,3.0,0.0,3.0
AYACUCHO,SAN JUAN,2.0,0.0,2.0
AYACUCHO,SAN JUAN BAUTISTA,1229.0,121.0,1350.0
AYACUCHO,SAN MIGUEL,90.0,15.0,105.0
AYACUCHO,SAN PEDRO,4.0,0.0,4.0
AYACUCHO,SAN PEDRO DE PALCO,2.0,0.0,2.0
AYACUCHO,SAN SALVADOR DE QUIJE,1.0,0.0,1.0
AYACUCHO,SANCOS,88.0,0.0,88.0
AYACUCHO,SANTA LUCIA,2.0,0.0,2.0
AYACUCHO,SANTA ROSA,18.0,0.0,18.0
AYACUCHO,SANTIAGO DE LUCANAMARCA,6.0,0.0,6.0
AYACUCHO,SANTIAGO DE PISCHA,7.0,0.0,7.0
AYACUCHO,SANTILLANA,4.0,0.0,4.0
AYACUCHO,SARHUA,12.0,0.0,12.0
AYACUCHO,SIVIA,91.0,0.0,91.0
AYACUCHO,SOCOS,32.0,3.0,35.0
AYACUCHO,SORAS,2.0,0.0,2.0
AYACUCHO,TAMBILLO,25.0,2.0,27.0
AYACUCHO,TAMBO,67.0,8.0,75.0
AYACUCHO,TOTOS,6.0,0.0,6.0
AYACUCHO,VILCANCHOS,2.0,0.0,2.0
AYACUCHO,VILCAS HUAMAN,40.0,1.0,41.0
AYACUCHO,VINCHOS,29.0,0.0,29.0
AYACUCHO,VISCHONGO,11.0,0.0,11.0
CAJAMARCA,ANGUIA,3.0,0.0,3.0
CAJAMARCA,ASUNCION,10.0,0.0,10.0
CAJAMARCA,BAMBAMARCA,490.0,1.0,491.0
CAJAMARCA,BELLAVISTA,434.0,8.0,442.0
CAJAMARCA,BOLIVAR,7.0,0.0,7.0
CAJAMARCA,CACHACHI,48.0,0.0,48.0
CAJAMARCA,CAJABAMBA,299.0,2.0,301.0
CAJAMARCA,CAJAMARCA,6312.0,26.0,6338.0
CAJAMARCA,CALLAYUC,18.0,0.0,18.0
CAJAMARCA,CALQUIS,2.0,0.0,2.0
CAJAMARCA,CATACHE,14.0,0.0,14.0
CAJAMARCA,CATILLUC,21.0,0.0,21.0
CAJAMARCA,CELENDIN,201.0,0.0,201.0
CAJAMARCA,CHALAMARCA,7.0,0.0,7.0
CAJAMARCA,CHANCAY,3.0,0.0,3.0
CAJAMARCA,CHANCAYBAÑOS,4.0,0.0,4.0
CAJAMARCA,CHETILLA,2.0,0.0,2.0
CAJAMARCA,CHIGUIRIP,9.0,0.0,9.0
CAJAMARCA,CHILETE,45.0,0.0,45.0
CAJAMARCA,CHIMBAN,3.0,0.0,3.0
CAJAMARCA,CHIRINOS,79.0,0.0,79.0
CAJAMARCA,CHONTALI,34.0,0.0,34.0
CAJAMARCA,CHOROS,9.0,0.0,9.0
CAJAMARCA,CHOTA,377.0,0.0,377.0
CAJAMARCA,CHUGUR,4.0,0.0,4.0
CAJAMARCA,CHUMUCH,3.0,0.0,3.0
CAJAMARCA,COCHABAMBA,57.0,0.0,57.0
CAJAMARCA,COLASAY,120.0,9.0,129.0
CAJAMARCA,CONCHAN,22.0,0.0,22.0
CAJAMARCA,CONDEBAMBA,11.0,0.0,11.0
CAJAMARCA,CONTUMAZA,25.0,0.0,25.0
CAJAMARCA,CORTEGANA,9.0,0.0,9.0
CAJAMARCA,COSPAN,13.0,0.0,13.0
CAJAMARCA,CUJILLO,2.0,0.0,2.0
CAJAMARCA,CUPISNIQUE,2.0,0.0,2.0
CAJAMARCA,CUTERVO,291.0,5.0,296.0
CAJAMARCA,EDUARDO VILLANUEVA,4.0,0.0,4.0
CAJAMARCA,EL PRADO,40.0,0.0,40.0
CAJAMARCA,EN INVESTIGACIÓN,717.0,0.0,717.0
CAJAMARCA,GREGORIO PITA,3.0,0.0,3.0
CAJAMARCA,HUABAL,58.0,1.0,59.0
CAJAMARCA,HUALGAYOC,215.0,12.0,227.0
CAJAMARCA,HUAMBOS,16.0,0.0,16.0
CAJAMARCA,HUARANGO,327.0,0.0,327.0
CAJAMARCA,HUASMIN,4.0,0.0,4.0
CAJAMARCA,ICHOCAN,9.0,0.0,9.0
CAJAMARCA,JAEN,5027.0,93.0,5120.0
CAJAMARCA,JESUS,143.0,2.0,145.0
CAJAMARCA,JORGE CHAVEZ,2.0,0.0,2.0
CAJAMARCA,JOSE GALVEZ,33.0,0.0,33.0
CAJAMARCA,JOSE MANUEL QUIROZ,1.0,0.0,1.0
CAJAMARCA,JOSE SABOGAL,6.0,0.0,6.0
CAJAMARCA,LA COIPA,176.0,0.0,176.0
CAJAMARCA,LA ESPERANZA,6.0,0.0,6.0
CAJAMARCA,LA FLORIDA,15.0,0.0,15.0
CAJAMARCA,LA LIBERTAD DE PALLAN,7.0,0.0,7.0
CAJAMARCA,LA RAMADA,5.0,0.0,5.0
CAJAMARCA,LAJAS,45.0,0.0,45.0
CAJAMARCA,LAS PIRIAS,25.0,0.0,25.0
CAJAMARCA,LLACANORA,21.0,0.0,21.0
CAJAMARCA,LLAMA,26.0,0.0,26.0
CAJAMARCA,LLAPA,40.0,0.0,40.0
CAJAMARCA,LOS BAÑOS DEL INCA,142.0,2.0,144.0
CAJAMARCA,MAGDALENA,153.0,0.0,153.0
CAJAMARCA,MATARA,16.0,0.0,16.0
CAJAMARCA,MIGUEL IGLESIAS,4.0,0.0,4.0
CAJAMARCA,NAMBALLE,157.0,0.0,157.0
CAJAMARCA,NAMORA,36.0,0.0,36.0
CAJAMARCA,NANCHOC,5.0,0.0,5.0
CAJAMARCA,NIEPOS,14.0,0.0,14.0
CAJAMARCA,NINABAMBA,5.0,0.0,5.0
CAJAMARCA,OXAMARCA,3.0,0.0,3.0
CAJAMARCA,PACCHA,16.0,0.0,16.0
CAJAMARCA,PEDRO GALVEZ,132.0,0.0,132.0
CAJAMARCA,PIMPINGOS,7.0,0.0,7.0
CAJAMARCA,POMAHUACA,121.0,10.0,131.0
CAJAMARCA,PUCARA,146.0,2.0,148.0
CAJAMARCA,PULAN,73.0,2.0,75.0
CAJAMARCA,QUEROCOTILLO,21.0,0.0,21.0
CAJAMARCA,QUEROCOTO,7.0,0.0,7.0
CAJAMARCA,SALLIQUE,59.0,1.0,60.0
CAJAMARCA,SAN ANDRES DE CUTERVO,4.0,0.0,4.0
CAJAMARCA,SAN BENITO,20.0,0.0,20.0
CAJAMARCA,SAN BERNARDINO,8.0,0.0,8.0
CAJAMARCA,SAN FELIPE,51.0,6.0,57.0
CAJAMARCA,SAN GREGORIO,10.0,0.0,10.0
CAJAMARCA,SAN IGNACIO,790.0,3.0,793.0
CAJAMARCA,SAN JOSE DE LOURDES,259.0,4.0,263.0
CAJAMARCA,SAN JOSE DEL ALTO,80.0,0.0,80.0
CAJAMARCA,SAN JUAN,14.0,0.0,14.0
CAJAMARCA,SAN JUAN DE CUTERVO,7.0,0.0,7.0
CAJAMARCA,SAN JUAN DE LICUPIS,3.0,0.0,3.0
CAJAMARCA,SAN LUIS,3.0,0.0,3.0
CAJAMARCA,SAN LUIS DE LUCMA,15.0,0.0,15.0
CAJAMARCA,SAN MIGUEL,94.0,2.0,96.0
CAJAMARCA,SAN PABLO,91.0,0.0,91.0
CAJAMARCA,SANTA CRUZ,141.0,0.0,141.0
CAJAMARCA,SANTA CRUZ DE TOLED,1.0,0.0,1.0
CAJAMARCA,SANTA ROSA,77.0,2.0,79.0
CAJAMARCA,SANTO DOMINGO DE LA CAPILLA,7.0,0.0,7.0
CAJAMARCA,SANTO TOMAS,19.0,0.0,19.0
CAJAMARCA,SAUCEPAMPA,4.0,0.0,4.0
CAJAMARCA,SEXI,1.0,0.0,1.0
CAJAMARCA,SITACOCHA,15.0,0.0,15.0
CAJAMARCA,SOCOTA,12.0,0.0,12.0
CAJAMARCA,SOROCHUCO,5.0,0.0,5.0
CAJAMARCA,SUCRE,30.0,0.0,30.0
CAJAMARCA,TABACONAS,12.0,0.0,12.0
CAJAMARCA,TACABAMBA,27.0,0.0,27.0
CAJAMARCA,TANTARICA,2.0,0.0,2.0
CAJAMARCA,TOCMOCHE,7.0,0.0,7.0
CAJAMARCA,TONGOD,26.0,0.0,26.0
CAJAMARCA,TUMBADEN,11.0,0.0,11.0
CAJAMARCA,UNION AGUA BLANCA,11.0,0.0,11.0
CAJAMARCA,UTCO,4.0,0.0,4.0
CAJAMARCA,YAUYUCAN,3.0,0.0,3.0
CAJAMARCA,YONAN,74.0,0.0,74.0
CALLAO,BELLAVISTA,5567.0,607.0,6174.0
CALLAO,CALLAO,15685.0,393.0,16078.0
CALLAO,EN INVESTIGACIÓN,1658.0,22.0,1680.0
CALLAO,LA PERLA,878.0,13.0,891.0
CALLAO,LA PUNTA,50.0,0.0,50.0
CALLAO,MI PERU,868.0,6.0,874.0
CALLAO,VENTANILLA,5949.0,32.0,5981.0
CUSCO,ACCHA,23.0,0.0,23.0
CUSCO,ACOMAYO,30.0,0.0,30.0
CUSCO,ACOPIA,18.0,0.0,18.0
CUSCO,ACOS,7.0,0.0,7.0
CUSCO,ALTO PICHIGUA,6.0,0.0,6.0
CUSCO,ANCAHUASI,28.0,1.0,29.0
CUSCO,ANDAHUAYLILLAS,36.0,0.0,36.0
CUSCO,ANTA,254.0,6.0,260.0
CUSCO,CACHIMAYO,26.0,0.0,26.0
CUSCO,CAICAY,9.0,0.0,9.0
CUSCO,CALCA,131.0,3.0,134.0
CUSCO,CAMANTI,8.0,1.0,9.0
CUSCO,CAPACMARCA,14.0,0.0,14.0
CUSCO,CCAPI,10.0,0.0,10.0
CUSCO,CCARHUAYO,3.0,0.0,3.0
CUSCO,CCATCA,54.0,1.0,55.0
CUSCO,CCORCA,18.0,1.0,19.0
CUSCO,CHALLABAMBA,5.0,0.0,5.0
CUSCO,CHAMACA,9.0,0.0,9.0
CUSCO,CHECACUPE,7.0,0.0,7.0
CUSCO,CHECCA,5.0,0.0,5.0
CUSCO,CHINCHAYPUJIO,7.0,0.0,7.0
CUSCO,CHINCHERO,38.0,0.0,38.0
CUSCO,COLCHA,2.0,0.0,2.0
CUSCO,COLQUEMARCA,7.0,0.0,7.0
CUSCO,COLQUEPATA,6.0,0.0,6.0
CUSCO,COMBAPATA,38.0,0.0,38.0
CUSCO,COPORAQUE,9.0,0.0,9.0
CUSCO,COYA,15.0,0.0,15.0
CUSCO,CUSCO,3940.0,90.0,4030.0
CUSCO,CUSIPATA,10.0,0.0,10.0
CUSCO,ECHARATE,195.0,2.0,197.0
CUSCO,EN INVESTIGACIÓN,87.0,0.0,87.0
CUSCO,ESPINAR,259.0,1.0,260.0
CUSCO,HUANCARANI,17.0,1.0,18.0
CUSCO,HUANOQUITE,4.0,0.0,4.0
CUSCO,HUARO,22.0,0.0,22.0
CUSCO,HUAROCONDO,49.0,1.0,50.0
CUSCO,HUAYLLABAMBA,17.0,0.0,17.0
CUSCO,HUAYOPATA,42.0,0.0,42.0
CUSCO,INKAWASI,3.0,1.0,4.0
CUSCO,KIMBIRI,138.0,1.0,139.0
CUSCO,KUNTURKANKI,15.0,0.0,15.0
CUSCO,LAMAY,14.0,0.0,14.0
CUSCO,LANGUI,11.0,0.0,11.0
CUSCO,LARES,8.0,0.0,8.0
CUSCO,LAYO,7.0,0.0,7.0
CUSCO,LIMATAMBO,38.0,1.0,39.0
CUSCO,LIVITACA,16.0,0.0,16.0
CUSCO,LLUSCO,5.0,0.0,5.0
CUSCO,LUCRE,40.0,0.0,40.0
CUSCO,MACHUPICCHU,66.0,0.0,66.0
CUSCO,MARANGANI,28.0,0.0,28.0
CUSCO,MARANURA,41.0,1.0,42.0
CUSCO,MARAS,20.0,0.0,20.0
CUSCO,MARCAPATA,20.0,0.0,20.0
CUSCO,MEGANTONI,56.0,0.0,56.0
CUSCO,MOLLEPATA,6.0,0.0,6.0
CUSCO,MOSOC LLACTA,3.0,0.0,3.0
CUSCO,OCOBAMBA,12.0,0.0,12.0
CUSCO,OCONGATE,35.0,2.0,37.0
CUSCO,OCORURO,2.0,0.0,2.0
CUSCO,OLLANTAYTAMBO,50.0,0.0,50.0
CUSCO,OMACHA,4.0,0.0,4.0
CUSCO,OROPESA,139.0,0.0,139.0
CUSCO,PACCARITAMBO,3.0,0.0,3.0
CUSCO,PALLPATA,5.0,0.0,5.0
CUSCO,PAMPAMARCA,8.0,0.0,8.0
CUSCO,PARURO,11.0,0.0,11.0
CUSCO,PAUCARTAMBO,92.0,2.0,94.0
CUSCO,PICHARI,219.0,11.0,230.0
CUSCO,PICHIGUA,9.0,0.0,9.0
CUSCO,PISAC,55.0,1.0,56.0
CUSCO,PITUMARCA,6.0,0.0,6.0
CUSCO,POMACANCHI,30.0,0.0,30.0
CUSCO,POROY,59.0,0.0,59.0
CUSCO,PUCYURA,15.0,0.0,15.0
CUSCO,QUEHUE,7.0,0.0,7.0
CUSCO,QUELLOUNO,39.0,1.0,40.0
CUSCO,QUIQUIJANA,23.0,2.0,25.0
CUSCO,QUIÑOTA,2.0,1.0,3.0
CUSCO,RONDOCAN,11.0,0.0,11.0
CUSCO,SAN JERONIMO,1449.0,63.0,1512.0
CUSCO,SAN PABLO,8.0,0.0,8.0
CUSCO,SAN PEDRO,6.0,0.0,6.0
CUSCO,SAN SALVADOR,2.0,0.0,2.0
CUSCO,SAN SEBASTIAN,2246.0,49.0,2295.0
CUSCO,SANGARARA,18.0,0.0,18.0
CUSCO,SANTA ANA,1528.0,41.0,1569.0
CUSCO,SANTA TERESA,16.0,0.0,16.0
CUSCO,SANTIAGO,2936.0,65.0,3001.0
CUSCO,SANTO TOMAS,113.0,1.0,114.0
CUSCO,SAYLLA,38.0,0.0,38.0
CUSCO,SICUANI,783.0,6.0,789.0
CUSCO,SUYCKUTAMBO,4.0,0.0,4.0
CUSCO,TARAY,8.0,0.0,8.0
CUSCO,TINTA,23.0,0.0,23.0
CUSCO,TUPAC AMARU,7.0,0.0,7.0
CUSCO,URCOS,133.0,7.0,140.0
CUSCO,URUBAMBA,192.0,2.0,194.0
CUSCO,VELILLE,23.0,0.0,23.0
CUSCO,VILCABAMBA,16.0,0.0,16.0
CUSCO,VILLA VIRGEN,1.0,0.0,1.0
CUSCO,WANCHAQ,2971.0,73.0,3044.0
CUSCO,YANAOCA,50.0,0.0,50.0
CUSCO,YANATILE,12.0,1.0,13.0
CUSCO,YAURISQUE,8.0,0.0,8.0
CUSCO,YUCAY,14.0,0.0,14.0
CUSCO,ZURITE,21.0,0.0,21.0
HUANCAVELICA,ACOBAMBA,181.0,9.0,190.0
HUANCAVELICA,ACOBAMBILLA,16.0,0.0,16.0
HUANCAVELICA,ACORIA,74.0,0.0,74.0
HUANCAVELICA,ACOSTAMBO,20.0,0.0,20.0
HUANCAVELICA,ACRAQUIA,50.0,0.0,50.0
HUANCAVELICA,AHUAYCHA,40.0,0.0,40.0
HUANCAVELICA,ANCHONGA,71.0,0.0,71.0
HUANCAVELICA,ANCO,32.0,0.0,32.0
HUANCAVELICA,ANDABAMBA,35.0,0.0,35.0
HUANCAVELICA,ANDAYMARCA,7.0,0.0,7.0
HUANCAVELICA,ANTA,37.0,0.0,37.0
HUANCAVELICA,ARMA,4.0,0.0,4.0
HUANCAVELICA,ASCENSION,592.0,52.0,644.0
HUANCAVELICA,AURAHUA,8.0,0.0,8.0
HUANCAVELICA,AYAVI,9.0,0.0,9.0
HUANCAVELICA,CAJA,6.0,1.0,7.0
HUANCAVELICA,CALLANMARCA,3.0,0.0,3.0
HUANCAVELICA,CAPILLAS,1.0,0.0,1.0
HUANCAVELICA,CASTROVIRREYNA,44.0,2.0,46.0
HUANCAVELICA,CCOCHACCASA,139.0,1.0,140.0
HUANCAVELICA,CHINCHIHUASI,4.0,0.0,4.0
HUANCAVELICA,CHINCHO,4.0,0.0,4.0
HUANCAVELICA,CHUPAMARCA,1.0,0.0,1.0
HUANCAVELICA,CHURCAMPA,58.0,0.0,58.0
HUANCAVELICA,COLCABAMBA,24.0,0.0,24.0
HUANCAVELICA,CONAYCA,3.0,0.0,3.0
HUANCAVELICA,CONGALLA,9.0,0.0,9.0
HUANCAVELICA,CORDOVA,6.0,0.0,6.0
HUANCAVELICA,COSME,13.0,0.0,13.0
HUANCAVELICA,CUENCA,1.0,0.0,1.0
HUANCAVELICA,DANIEL HERNANDEZ,173.0,1.0,174.0
HUANCAVELICA,EL CARMEN,5.0,0.0,5.0
HUANCAVELICA,EN INVESTIGACIÓN,139.0,0.0,139.0
HUANCAVELICA,HUACHOCOLPA,58.0,0.0,58.0
HUANCAVELICA,HUACHOS,18.0,0.0,18.0
HUANCAVELICA,HUANCAVELICA,2505.0,95.0,2600.0
HUANCAVELICA,HUANDO,62.0,0.0,62.0
HUANCAVELICA,HUARIBAMBA,33.0,0.0,33.0
HUANCAVELICA,HUAYACUNDO ARMA,2.0,0.0,2.0
HUANCAVELICA,HUAYTARA,84.0,1.0,85.0
HUANCAVELICA,IZCUCHACA,12.0,0.0,12.0
HUANCAVELICA,JULCAMARCA,4.0,0.0,4.0
HUANCAVELICA,LA MERCED,3.0,0.0,3.0
HUANCAVELICA,LARAMARCA,2.0,0.0,2.0
HUANCAVELICA,LIRCAY,442.0,8.0,450.0
HUANCAVELICA,LOCROJA,9.0,0.0,9.0
HUANCAVELICA,MANTA,2.0,0.0,2.0
HUANCAVELICA,MARCAS,5.0,0.0,5.0
HUANCAVELICA,MARISCAL CACERES,12.0,0.0,12.0
HUANCAVELICA,MOLLEPAMPA,1.0,0.0,1.0
HUANCAVELICA,MOYA,8.0,0.0,8.0
HUANCAVELICA,NUEVO OCCORO,4.0,0.0,4.0
HUANCAVELICA,OCOYO,1.0,0.0,1.0
HUANCAVELICA,PACHAMARCA,3.0,0.0,3.0
HUANCAVELICA,PALCA,11.0,1.0,12.0
HUANCAVELICA,PAMPAS,299.0,8.0,307.0
HUANCAVELICA,PAUCARA,230.0,4.0,234.0
HUANCAVELICA,PAUCARBAMBA,25.0,0.0,25.0
HUANCAVELICA,PAZOS,9.0,0.0,9.0
HUANCAVELICA,PICHOS,4.0,0.0,4.0
HUANCAVELICA,PILCHACA,1.0,0.0,1.0
HUANCAVELICA,PILPICHACA,10.0,2.0,12.0
HUANCAVELICA,POMACOCHA,14.0,0.0,14.0
HUANCAVELICA,QUERCO,18.0,0.0,18.0
HUANCAVELICA,QUICHUAS,11.0,0.0,11.0
HUANCAVELICA,QUISHUAR,2.0,0.0,2.0
HUANCAVELICA,QUITO ARMA,3.0,0.0,3.0
HUANCAVELICA,ROBLE,3.0,0.0,3.0
HUANCAVELICA,ROSARIO,31.0,0.0,31.0
HUANCAVELICA,SALCABAMBA,20.0,0.0,20.0
HUANCAVELICA,SALCAHUASI,8.0,0.0,8.0
HUANCAVELICA,SAN ANTONIO DE ANTAPARCO,1.0,0.0,1.0
HUANCAVELICA,SAN ANTONIO DE CUSICANCHA,1.0,0.0,1.0
HUANCAVELICA,SAN FRANCISCO DE SANGAYAICO,11.0,0.0,11.0
HUANCAVELICA,SAN ISIDRO,1.0,0.0,1.0
HUANCAVELICA,SAN JUAN,2.0,0.0,2.0
HUANCAVELICA,SAN MARCOS DE ROCCHAC,17.0,0.0,17.0
HUANCAVELICA,SAN MIGUEL DE MAYOCC,7.0,0.0,7.0
HUANCAVELICA,SAN PEDRO DE CORIS,81.0,0.0,81.0
HUANCAVELICA,SANTA ANA,32.0,1.0,33.0
HUANCAVELICA,SANTIAGO DE CHOCORVOS,21.0,0.0,21.0
HUANCAVELICA,SANTIAGO DE QUIRAHUARA,1.0,0.0,1.0
HUANCAVELICA,SANTIAGO DE TUCUMA,2.0,0.0,2.0
HUANCAVELICA,SANTO DOMINGO DE CAPILLAS,1.0,0.0,1.0
HUANCAVELICA,SANTO TOMAS DE PATA,3.0,0.0,3.0
HUANCAVELICA,SECCLLA,16.0,0.0,16.0
HUANCAVELICA,SURCUBAMBA,32.0,0.0,32.0
HUANCAVELICA,TAMBO,1.0,0.0,1.0
HUANCAVELICA,TANTARA,2.0,0.0,2.0
HUANCAVELICA,TICRAPO,46.0,0.0,46.0
HUANCAVELICA,TINTAY PUNCU,8.0,0.0,8.0
HUANCAVELICA,VILCA,3.0,0.0,3.0
HUANCAVELICA,YAULI,123.0,0.0,123.0
HUANUCO,AMARILIS,2665.0,74.0,2739.0
HUANUCO,AMBO,273.0,9.0,282.0
HUANUCO,APARICIO POMARES,19.0,0.0,19.0
HUANUCO,ARANCAY,5.0,0.0,5.0
HUANUCO,BAÑOS,4.0,0.0,4.0
HUANUCO,CAHUAC,10.0,0.0,10.0
HUANUCO,CANCHABAMBA,14.0,0.0,14.0
HUANUCO,CASTILLO GRANDE,257.0,0.0,257.0
HUANUCO,CAYNA,2.0,0.0,2.0
HUANUCO,CHACABAMBA,10.0,0.0,10.0
HUANUCO,CHAGLLA,43.0,0.0,43.0
HUANUCO,CHAVIN DE PARIARCA,11.0,0.0,11.0
HUANUCO,CHAVINILLO,31.0,0.0,31.0
HUANUCO,CHINCHAO,88.0,0.0,88.0
HUANUCO,CHORAS,8.0,0.0,8.0
HUANUCO,CHUQUIS,8.0,0.0,8.0
HUANUCO,CHURUBAMBA,71.0,0.0,71.0
HUANUCO,COCHABAMBA,1.0,0.0,1.0
HUANUCO,CODO DEL POZUZO,142.0,0.0,142.0
HUANUCO,COLPAS,5.0,0.0,5.0
HUANUCO,CONCHAMARCA,43.0,0.0,43.0
HUANUCO,DANIEL ALOMIA ROBLES,64.0,0.0,64.0
HUANUCO,EN INVESTIGACIÓN,3264.0,55.0,3319.0
HUANUCO,HERMILIO VALDIZAN,37.0,0.0,37.0
HUANUCO,HONORIA,44.0,0.0,44.0
HUANUCO,HUACAR,37.0,1.0,38.0
HUANUCO,HUACAYBAMBA,40.0,0.0,40.0
HUANUCO,HUACRACHUCO,13.0,0.0,13.0
HUANUCO,HUANUCO,4273.0,169.0,4442.0
HUANUCO,JACAS CHICO,13.0,0.0,13.0
HUANUCO,JACAS GRANDE,15.0,0.0,15.0
HUANUCO,JESUS,16.0,0.0,16.0
HUANUCO,JIVIA,7.0,0.0,7.0
HUANUCO,JOSE CRESPO Y CASTILLO,520.0,0.0,520.0
HUANUCO,LA UNION,178.0,9.0,187.0
HUANUCO,LLATA,281.0,0.0,281.0
HUANUCO,LUYANDO,354.0,45.0,399.0
HUANUCO,MARGOS,18.0,0.0,18.0
HUANUCO,MARIANO DAMASO BERAUN,44.0,3.0,47.0
HUANUCO,MARIAS,8.0,0.0,8.0
HUANUCO,MIRAFLORES,11.0,0.0,11.0
HUANUCO,MOLINO,45.0,0.0,45.0
HUANUCO,MONZON,73.0,0.0,73.0
HUANUCO,OBAS,20.0,0.0,20.0
HUANUCO,PACHAS,20.0,0.0,20.0
HUANUCO,PAMPAMARCA,6.0,0.0,6.0
HUANUCO,PANAO,169.0,2.0,171.0
HUANUCO,PILLCO MARCA,1140.0,8.0,1148.0
HUANUCO,PINRA,5.0,0.0,5.0
HUANUCO,PUCAYACU,23.0,0.0,23.0
