Department,District,Active Cases,Deaths,Total
LIMA,SANTA MARIA,514.0,12.0,526.0
LIMA,SANTA MARIA DEL MAR,75.0,1.0,76.0
LIMA,SANTA ROSA,366.0,35.0,401.0
LIMA,SANTA ROSA DE QUIVES,122.0,7.0,129.0
LIMA,SANTIAGO DE ANCHUCAYA,1.0,0.0,1.0
LIMA,SANTIAGO DE SURCO,8819.0,694.0,9513.0
LIMA,SANTIAGO DE TUNA,1.0,0.0,1.0
LIMA,SANTO DOMINGO DE LOS OLLEROS,27.0,0.0,27.0
LIMA,SAYAN,325.0,16.0,341.0
LIMA,SUMBILCA,1.0,0.0,1.0
LIMA,SUPE,525.0,8.0,533.0
LIMA,SUPE PUERTO,292.0,0.0,292.0
LIMA,SURCO,95.0,0.0,95.0
LIMA,SURQUILLO,3826.0,125.0,3951.0
LIMA,TANTA,4.0,0.0,4.0
LIMA,TAURIPAMPA,2.0,0.0,2.0
LIMA,TOMAS,1.0,1.0,2.0
LIMA,TUPE,3.0,0.0,3.0
LIMA,VEGUETA,304.0,3.0,307.0
LIMA,VEINTISIETE DE NOVIEMBRE,2.0,0.0,2.0
LIMA,VILLA EL SALVADOR,13785.0,617.0,14402.0
LIMA,VILLA MARIA DEL TRIUNFO,11069.0,631.0,11700.0
LIMA,VITIS,1.0,0.0,1.0
LIMA,VIÑAC,2.0,0.0,2.0
LIMA,YAUYOS,40.0,2.0,42.0
LORETO,ALTO NANAY,11.0,0.0,11.0
LORETO,ALTO TAPICHE,4.0,0.0,4.0
LORETO,ANDOAS,456.0,0.0,456.0
LORETO,BALSAPUERTO,91.0,1.0,92.0
LORETO,BARRANCA,772.0,2.0,774.0
LORETO,BELEN,680.0,6.0,686.0
LORETO,CAHUAPANAS,96.0,0.0,96.0
LORETO,CAPELO,3.0,0.0,3.0
LORETO,CONTAMANA,177.0,0.0,177.0
LORETO,EMILIO SAN MARTIN,22.0,0.0,22.0
LORETO,EN INVESTIGACIÓN,95.0,0.0,95.0
LORETO,FERNANDO LORES,113.0,0.0,113.0
LORETO,INAHUAYA,3.0,0.0,3.0
LORETO,INDIANA,264.0,4.0,268.0
LORETO,IQUITOS,4095.0,24.0,4119.0
LORETO,JEBEROS,51.0,0.0,51.0
LORETO,JENARO HERRERA,47.0,0.0,47.0
LORETO,LAGUNAS,95.0,0.0,95.0
LORETO,LAS AMAZONAS,69.0,0.0,69.0
LORETO,MANSERICHE,262.0,0.0,262.0
LORETO,MAQUIA,115.0,0.0,115.0
LORETO,MAZAN,678.0,0.0,678.0
LORETO,MORONA,216.0,0.0,216.0
LORETO,NAPO,549.0,0.0,549.0
LORETO,NAUTA,1070.0,6.0,1076.0
LORETO,PADRE MARQUEZ,6.0,0.0,6.0
LORETO,PAMPA HERMOSA,2.0,0.0,2.0
LORETO,PARINARI,94.0,0.0,94.0
LORETO,PASTAZA,139.0,0.0,139.0
LORETO,PEBAS,72.0,0.0,72.0
LORETO,PUINAHUA,183.0,0.0,183.0
LORETO,PUNCHANA,2096.0,34.0,2130.0
LORETO,PUTUMAYO,397.0,1.0,398.0
LORETO,RAMON CASTILLA,504.0,0.0,504.0
LORETO,REQUENA,227.0,0.0,227.0
LORETO,ROSA PANDURO,6.0,0.0,6.0
LORETO,SAN JUAN BAUTISTA,1427.0,6.0,1433.0
LORETO,SAN PABLO,160.0,0.0,160.0
LORETO,SANTA CRUZ,33.0,0.0,33.0
LORETO,SAQUENA,10.0,0.0,10.0
LORETO,SARAYACU,12.0,0.0,12.0
LORETO,TAPICHE,6.0,0.0,6.0
LORETO,TENIENTE CESAR LOPEZ ROJAS,12.0,1.0,13.0
LORETO,TENIENTE MANUEL CLAVERO,31.0,0.0,31.0
LORETO,TIGRE,208.0,0.0,208.0
LORETO,TORRES CAUSANA,107.0,0.0,107.0
LORETO,TROMPETEROS,395.0,0.0,395.0
LORETO,URARINAS,101.0,0.0,101.0
LORETO,VARGAS GUERRA,7.0,0.0,7.0
LORETO,YAGUAS,3.0,0.0,3.0
LORETO,YAQUERANA,134.0,0.0,134.0
LORETO,YAVARI,56.0,0.0,56.0
LORETO,YURIMAGUAS,1690.0,25.0,1715.0
MADRE DE DIOS,EN INVESTIGACIÓN,116.0,0.0,116.0
MADRE DE DIOS,FITZCARRALD,5.0,0.0,5.0
MADRE DE DIOS,HUEPETUHE,224.0,4.0,228.0
MADRE DE DIOS,IBERIA,571.0,1.0,572.0
MADRE DE DIOS,INAMBARI,476.0,0.0,476.0
MADRE DE DIOS,IÑAPARI,15.0,0.0,15.0
MADRE DE DIOS,LABERINTO,125.0,1.0,126.0
MADRE DE DIOS,LAS PIEDRAS,289.0,2.0,291.0
MADRE DE DIOS,MADRE DE DIOS,228.0,0.0,228.0
MADRE DE DIOS,MANU,54.0,0.0,54.0
MADRE DE DIOS,TAHUAMANU,83.0,0.0,83.0
MADRE DE DIOS,TAMBOPATA,5622.0,62.0,5684.0
MOQUEGUA,CARUMAS,99.0,0.0,99.0
MOQUEGUA,CHOJATA,26.0,0.0,26.0
MOQUEGUA,COALAQUE,12.0,0.0,12.0
MOQUEGUA,CUCHUMBAYA,40.0,0.0,40.0
MOQUEGUA,EL ALGARROBAL,38.0,0.0,38.0
MOQUEGUA,EN INVESTIGACIÓN,283.0,0.0,283.0
MOQUEGUA,ICHUÑA,13.0,0.0,13.0
MOQUEGUA,ILO,3243.0,10.0,3253.0
MOQUEGUA,LA CAPILLA,6.0,0.0,6.0
MOQUEGUA,LLOQUE,10.0,0.0,10.0
MOQUEGUA,MATALAQUE,2.0,0.0,2.0
MOQUEGUA,MOQUEGUA,7609.0,35.0,7644.0
MOQUEGUA,OMATE,202.0,0.0,202.0
MOQUEGUA,PACOCHA,72.0,0.0,72.0
MOQUEGUA,PUQUINA,44.0,0.0,44.0
MOQUEGUA,QUINISTAQUILLAS,6.0,0.0,6.0
MOQUEGUA,SAMEGUA,781.0,2.0,783.0
MOQUEGUA,SAN CRISTOBAL,109.0,0.0,109.0
MOQUEGUA,TORATA,261.0,0.0,261.0
MOQUEGUA,UBINAS,25.0,0.0,25.0
MOQUEGUA,YUNGA,44.0,0.0,44.0
PASCO,CHACAYAN,9.0,0.0,9.0
PASCO,CHAUPIMARCA,987.0,0.0,987.0
PASCO,CHONTABAMBA,39.0,0.0,39.0
PASCO,CONSTITUCION,124.0,1.0,125.0
PASCO,EN INVESTIGACIÓN,272.0,0.0,272.0
PASCO,GOYLLARISQUIZGA,10.0,0.0,10.0
PASCO,HUACHON,7.0,0.0,7.0
PASCO,HUANCABAMBA,19.0,0.0,19.0
PASCO,HUARIACA,257.0,1.0,258.0
PASCO,HUAYLLAY,303.0,0.0,303.0
PASCO,NINACACA,26.0,0.0,26.0
PASCO,OXAPAMPA,220.0,3.0,223.0
PASCO,PALCAZU,113.0,0.0,113.0
PASCO,PALLANCHACRA,16.0,0.0,16.0
PASCO,PAUCAR,8.0,0.0,8.0
PASCO,PAUCARTAMBO,162.0,1.0,163.0
PASCO,POZUZO,4.0,0.0,4.0
PASCO,PUERTO BERMUDEZ,137.0,0.0,137.0
PASCO,SAN FCO DE ASIS DE YARUSYACAN,9.0,0.0,9.0
PASCO,SAN PEDRO DE PILLAO,10.0,0.0,10.0
PASCO,SANTA ANA DE TUSI,16.0,0.0,16.0
PASCO,SIMON BOLIVAR,347.0,45.0,392.0
PASCO,TAPUC,24.0,0.0,24.0
PASCO,TICLACAYAN,63.0,0.0,63.0
PASCO,TINYAHUARCO,156.0,0.0,156.0
PASCO,VICCO,86.0,0.0,86.0
PASCO,VILCABAMBA,6.0,0.0,6.0
PASCO,VILLA RICA,347.0,4.0,351.0
PASCO,YANACANCHA,820.0,10.0,830.0
PASCO,YANAHUANCA,283.0,2.0,285.0
PIURA,AMOTAPE,67.0,0.0,67.0
PIURA,ARENAL,28.0,0.0,28.0
PIURA,AYABACA,269.0,0.0,269.0
PIURA,BELLAVISTA,1017.0,2.0,1019.0
PIURA,BELLAVISTA DE LA UNION,84.0,0.0,84.0
PIURA,BERNAL,94.0,0.0,94.0
PIURA,BUENOS AIRES,21.0,0.0,21.0
PIURA,CANCHAQUE,39.0,0.0,39.0
PIURA,CASTILLA,4164.0,29.0,4193.0
PIURA,CATACAOS,1775.0,1.0,1776.0
PIURA,CHALACO,48.0,0.0,48.0
PIURA,CHULUCANAS,929.0,6.0,935.0
PIURA,COLAN,436.0,2.0,438.0
PIURA,CRISTO NOS VALGA,13.0,0.0,13.0
PIURA,CURA MORI,59.0,1.0,60.0
PIURA,EL ALTO,118.0,1.0,119.0
PIURA,EL CARMEN DE LA FRONTERA,2.0,0.0,2.0
PIURA,EL TALLAN,16.0,0.0,16.0
PIURA,EN INVESTIGACIÓN,2410.0,0.0,2410.0
PIURA,FRIAS,33.0,0.0,33.0
PIURA,HUANCABAMBA,238.0,0.0,238.0
PIURA,HUARMACA,18.0,0.0,18.0
PIURA,IGNACIO ESCUDERO,387.0,2.0,389.0
PIURA,JILILI,24.0,0.0,24.0
PIURA,LA ARENA,306.0,0.0,306.0
PIURA,LA BREA,217.0,0.0,217.0
PIURA,LA HUACA,273.0,0.0,273.0
PIURA,LA MATANZA,18.0,0.0,18.0
PIURA,LA UNION,657.0,0.0,657.0
PIURA,LAGUNAS,4.0,0.0,4.0
PIURA,LALAQUIZ,11.0,0.0,11.0
PIURA,LANCONES,60.0,0.0,60.0
PIURA,LAS LOMAS,224.0,3.0,227.0
PIURA,LOBITOS,58.0,0.0,58.0
PIURA,LOS ORGANOS,172.0,1.0,173.0
PIURA,MANCORA,106.0,2.0,108.0
PIURA,MARCAVELICA,505.0,1.0,506.0
PIURA,MIGUEL CHECA,236.0,3.0,239.0
PIURA,MONTERO,32.0,0.0,32.0
PIURA,MORROPON,196.0,0.0,196.0
PIURA,PACAIPAMPA,135.0,0.0,135.0
PIURA,PAIMAS,120.0,0.0,120.0
PIURA,PAITA,1839.0,3.0,1842.0
PIURA,PARIÑAS,1155.0,0.0,1155.0
PIURA,PIURA,5830.0,14.0,5844.0
PIURA,QUERECOTILLO,280.0,0.0,280.0
PIURA,SALITRAL,192.0,0.0,192.0
PIURA,SAN JUAN DE BIGOTE,29.0,0.0,29.0
PIURA,SAN MIGUEL DE EL FAIQUE,30.0,0.0,30.0
PIURA,SANTA CATALINA DE MOSSA,5.0,0.0,5.0
PIURA,SANTO DOMINGO,10.0,0.0,10.0
PIURA,SAPILLICA,76.0,0.0,76.0
PIURA,SECHURA,408.0,0.0,408.0
PIURA,SICCHEZ,1.0,0.0,1.0
PIURA,SONDOR,6.0,0.0,6.0
PIURA,SULLANA,5131.0,37.0,5168.0
PIURA,SUYO,107.0,1.0,108.0
PIURA,TAMARINDO,58.0,0.0,58.0
PIURA,TAMBO GRANDE,774.0,1.0,775.0
PIURA,VEINTISEIS DE OCTUBRE,2485.0,29.0,2514.0
PIURA,VICE,90.0,0.0,90.0
PIURA,VICHAYAL,122.0,0.0,122.0
PIURA,YAMANGO,11.0,0.0,11.0
PUNO,ACHAYA,10.0,0.0,10.0
PUNO,ACORA,113.0,0.0,113.0
PUNO,AJOYANI,10.0,0.0,10.0
PUNO,ALTO INAMBARI,19.0,0.0,19.0
PUNO,AMANTANI,2.0,0.0,2.0
PUNO,ANANEA,116.0,0.0,116.0
PUNO,ANAPIA,3.0,0.0,3.0
PUNO,ANTAUTA,47.0,0.0,47.0
PUNO,ARAPA,15.0,0.0,15.0
PUNO,ASILLO,48.0,0.0,48.0
PUNO,ATUNCOLLA,25.0,0.0,25.0
PUNO,AYAPATA,16.0,0.0,16.0
PUNO,AYAVIRI,374.0,2.0,376.0
PUNO,AZANGARO,348.0,4.0,352.0
PUNO,CABANA,27.0,0.0,27.0
PUNO,CABANILLA,33.0,0.0,33.0
PUNO,CABANILLAS,64.0,0.0,64.0
PUNO,CALAPUJA,8.0,0.0,8.0
PUNO,CAMINACA,9.0,0.0,9.0
PUNO,CAPACHICA,13.0,0.0,13.0
PUNO,CARACOTO,69.0,0.0,69.0
PUNO,CHUCUITO,27.0,0.0,27.0
PUNO,CHUPA,14.0,0.0,14.0
PUNO,COASA,10.0,0.0,10.0
PUNO,COATA,13.0,0.0,13.0
PUNO,COJATA,21.0,0.0,21.0
PUNO,CONIMA,9.0,0.0,9.0
PUNO,COPANI,4.0,0.0,4.0
PUNO,CORANI,5.0,0.0,5.0
PUNO,CRUCERO,16.0,0.0,16.0
PUNO,CUPI,5.0,0.0,5.0
PUNO,CUTURAPI,6.0,0.0,6.0
PUNO,CUYOCUYO,14.0,0.0,14.0
PUNO,DESAGUADERO,129.0,0.0,129.0
PUNO,EN INVESTIGACIÓN,483.0,0.0,483.0
PUNO,HUACULLANI,12.0,0.0,12.0
PUNO,HUANCANE,233.0,1.0,234.0
PUNO,HUATA,6.0,0.0,6.0
PUNO,HUATASANI,9.0,0.0,9.0
PUNO,HUAYRAPATA,4.0,0.0,4.0
PUNO,ILAVE,311.0,2.0,313.0
PUNO,INCHUPALLA,4.0,0.0,4.0
PUNO,ITUATA,10.0,0.0,10.0
PUNO,JOSE DOMINGO CHOQUEHUANCA,14.0,0.0,14.0
PUNO,JULI,180.0,2.0,182.0
PUNO,JULIACA,4694.0,10.0,4704.0
PUNO,KELLUYO,6.0,0.0,6.0
PUNO,LAMPA,179.0,1.0,180.0
PUNO,LIMBANI,6.0,0.0,6.0
PUNO,LLALLI,11.0,0.0,11.0
PUNO,MACARI,7.0,0.0,7.0
PUNO,MACUSANI,209.0,0.0,209.0
PUNO,MAÑAZO,9.0,1.0,10.0
PUNO,MOHO,26.0,0.0,26.0
PUNO,NICASIO,10.0,0.0,10.0
PUNO,OCUVIRI,12.0,0.0,12.0
PUNO,OLLACHEA,11.0,0.0,11.0
PUNO,ORURILLO,19.0,0.0,19.0
PUNO,PALCA,6.0,1.0,7.0
PUNO,PARATIA,12.0,0.0,12.0
PUNO,PATAMBUCO,2.0,0.0,2.0
PUNO,PAUCARCOLLA,12.0,0.0,12.0
PUNO,PEDRO VILCA APAZA,1.0,0.0,1.0
PUNO,PHARA,9.0,0.0,9.0
PUNO,PICHACANI,26.0,0.0,26.0
PUNO,PILCUYO,19.0,0.0,19.0
PUNO,PISACOMA,20.0,0.0,20.0
PUNO,PLATERIA,14.0,0.0,14.0
PUNO,POMATA,55.0,2.0,57.0
PUNO,POTONI,3.0,0.0,3.0
PUNO,PUCARA,11.0,0.0,11.0
PUNO,PUNO,4185.0,26.0,4211.0
PUNO,PUSI,12.0,0.0,12.0
PUNO,PUTINA,51.0,0.0,51.0
PUNO,QUIACA,2.0,0.0,2.0
PUNO,QUILCAPUNCU,6.0,0.0,6.0
PUNO,ROSASPATA,6.0,0.0,6.0
PUNO,SAMAN,99.0,0.0,99.0
PUNO,SAN ANTON,21.0,0.0,21.0
PUNO,SAN ANTONIO,8.0,0.0,8.0
PUNO,SAN GABAN,30.0,0.0,30.0
PUNO,SAN JOSE,6.0,0.0,6.0
PUNO,SAN JUAN DE SALINAS,6.0,0.0,6.0
PUNO,SAN JUAN DEL ORO,18.0,0.0,18.0
PUNO,SAN MIGUEL,156.0,0.0,156.0
PUNO,SAN PEDRO DE PUTINA PUNCU,37.0,0.0,37.0
PUNO,SANDIA,128.0,0.0,128.0
PUNO,SANTA LUCIA,59.0,0.0,59.0
PUNO,SANTA ROSA,22.0,0.0,22.0
PUNO,SANTIAGO DE PUPUJA,11.0,0.0,11.0
PUNO,TARACO,39.0,0.0,39.0
PUNO,TILALI,7.0,0.0,7.0
PUNO,TIQUILLACA,25.0,0.0,25.0
PUNO,TIRAPATA,3.0,0.0,3.0
PUNO,UMACHIRI,9.0,0.0,9.0
PUNO,UNICACHI,1.0,0.0,1.0
PUNO,USICAYOS,3.0,0.0,3.0
PUNO,VILAVILA,3.0,0.0,3.0
PUNO,VILQUE,15.0,1.0,16.0
PUNO,VILQUE CHICO,42.0,0.0,42.0
PUNO,YANAHUAYA,6.0,0.0,6.0
PUNO,YUNGUYO,170.0,0.0,170.0
PUNO,ZEPITA,55.0,0.0,55.0
SAN MARTIN,AGUA BLANCA,58.0,0.0,58.0
SAN MARTIN,ALBERTO LEVEAU,42.0,0.0,42.0
SAN MARTIN,ALONSO DE ALVARADO,19.0,0.0,19.0
SAN MARTIN,ALTO BIAVO,61.0,0.0,61.0
SAN MARTIN,ALTO SAPOSOA,19.0,0.0,19.0
SAN MARTIN,AWAJUN,168.0,0.0,168.0
SAN MARTIN,BAJO BIAVO,45.0,0.0,45.0
SAN MARTIN,BARRANQUITA,45.0,0.0,45.0
SAN MARTIN,BELLAVISTA,649.0,3.0,652.0
SAN MARTIN,BUENOS AIRES,8.0,0.0,8.0
SAN MARTIN,CACATACHI,19.0,0.0,19.0
SAN MARTIN,CALZADA,40.0,0.0,40.0
SAN MARTIN,CAMPANILLA,54.0,0.0,54.0
SAN MARTIN,CAYNARACHI,151.0,3.0,154.0
SAN MARTIN,CHAZUTA,181.0,0.0,181.0
SAN MARTIN,CHIPURANA,63.0,0.0,63.0
SAN MARTIN,CUÑUMBUQUI,2.0,0.0,2.0
SAN MARTIN,EL ESLABON,29.0,0.0,29.0
SAN MARTIN,EL PORVENIR,43.0,0.0,43.0
SAN MARTIN,ELIAS SOPLIN VARGAS,105.0,0.0,105.0
SAN MARTIN,EN INVESTIGACIÓN,270.0,0.0,270.0
SAN MARTIN,HABANA,5.0,0.0,5.0
SAN MARTIN,HUALLAGA,22.0,0.0,22.0
SAN MARTIN,HUICUNGO,70.0,0.0,70.0
SAN MARTIN,HUIMBAYOC,71.0,0.0,71.0
SAN MARTIN,JEPELACIO,64.0,0.0,64.0
SAN MARTIN,JUAN GUERRA,61.0,0.0,61.0
SAN MARTIN,JUANJUI,1136.0,11.0,1147.0
SAN MARTIN,LA BANDA DE SHILCAYO,847.0,0.0,847.0
SAN MARTIN,LAMAS,480.0,2.0,482.0
SAN MARTIN,MORALES,919.0,8.0,927.0
SAN MARTIN,MOYOBAMBA,2368.0,27.0,2395.0
SAN MARTIN,NUEVA CAJAMARCA,224.0,0.0,224.0
SAN MARTIN,NUEVO PROGRESO,42.0,0.0,42.0
SAN MARTIN,PACHIZA,19.0,0.0,19.0
SAN MARTIN,PAJARILLO,18.0,0.0,18.0
SAN MARTIN,PAPAPLAYA,55.0,0.0,55.0
SAN MARTIN,PARDO MIGUEL,280.0,1.0,281.0
SAN MARTIN,PICOTA,160.0,0.0,160.0
SAN MARTIN,PILLUANA,11.0,0.0,11.0
SAN MARTIN,PINTO RECODO,32.0,0.0,32.0
SAN MARTIN,PISCOYACU,19.0,0.0,19.0
SAN MARTIN,POLVORA,80.0,0.0,80.0
SAN MARTIN,POSIC,4.0,0.0,4.0
SAN MARTIN,PUCACACA,18.0,0.0,18.0
SAN MARTIN,RIOJA,676.0,4.0,680.0
SAN MARTIN,RUMISAPA,128.0,0.0,128.0
SAN MARTIN,SACANCHE,22.0,0.0,22.0
SAN MARTIN,SAN ANTONIO,19.0,0.0,19.0
SAN MARTIN,SAN CRISTOBAL,7.0,0.0,7.0
SAN MARTIN,SAN FERNANDO,31.0,0.0,31.0
SAN MARTIN,SAN HILARION,180.0,0.0,180.0
SAN MARTIN,SAN JOSE DE SISA,535.0,1.0,536.0
SAN MARTIN,SAN MARTIN,221.0,0.0,221.0
SAN MARTIN,SAN PABLO,58.0,0.0,58.0
SAN MARTIN,SAN RAFAEL,46.0,0.0,46.0
SAN MARTIN,SAN ROQUE DE CUMBAZA,41.0,0.0,41.0
SAN MARTIN,SANTA ROSA,112.0,0.0,112.0
SAN MARTIN,SAPOSOA,368.0,0.0,368.0
SAN MARTIN,SAUCE,108.0,0.0,108.0
SAN MARTIN,SHAMBOYACU,41.0,0.0,41.0
SAN MARTIN,SHANAO,43.0,0.0,43.0
SAN MARTIN,SHAPAJA,51.0,0.0,51.0
SAN MARTIN,SHATOJA,38.0,0.0,38.0
SAN MARTIN,SHUNTE,18.0,0.0,18.0
SAN MARTIN,SORITOR,62.0,0.0,62.0
SAN MARTIN,TABALOSOS,110.0,1.0,111.0
SAN MARTIN,TARAPOTO,3437.0,38.0,3475.0
SAN MARTIN,TINGO DE PONASA,50.0,0.0,50.0
SAN MARTIN,TINGO DE SAPOSOA,24.0,0.0,24.0
SAN MARTIN,TOCACHE,727.0,1.0,728.0
SAN MARTIN,TRES UNIDOS,21.0,0.0,21.0
SAN MARTIN,UCHIZA,464.0,0.0,464.0
SAN MARTIN,YANTALO,20.0,0.0,20.0
SAN MARTIN,YORONGOS,70.0,2.0,72.0
SAN MARTIN,YURACYACU,80.0,0.0,80.0
SAN MARTIN,ZAPATERO,78.0,0.0,78.0
TACNA,ALTO DE LA ALIANZA,1663.0,23.0,1686.0
TACNA,CAIRANI,10.0,0.0,10.0
TACNA,CALANA,485.0,52.0,537.0
TACNA,CAMILACA,30.0,0.0,30.0
TACNA,CANDARAVE,55.0,0.0,55.0
TACNA,CIUDAD NUEVA,1374.0,0.0,1374.0
TACNA,CORONEL GREGORIO ALBARRACIN L.,1755.0,3.0,1758.0
TACNA,CURIBAYA,7.0,0.0,7.0
TACNA,EN INVESTIGACIÓN,401.0,0.0,401.0
TACNA,ESTIQUE,2.0,0.0,2.0
TACNA,ESTIQUE PAMPA,1.0,0.0,1.0
TACNA,HEROES ALBARRACIN,3.0,0.0,3.0
TACNA,HUANUARA,6.0,0.0,6.0
TACNA,ILABAYA,142.0,1.0,143.0
TACNA,INCLAN,27.0,0.0,27.0
TACNA,ITE,99.0,0.0,99.0
TACNA,LA YARADA LOS PALOS,130.0,0.0,130.0
TACNA,LOCUMBA,122.0,0.0,122.0
TACNA,PACHIA,47.0,0.0,47.0
TACNA,PALCA,16.0,0.0,16.0
TACNA,POCOLLAY,423.0,0.0,423.0
TACNA,QUILAHUANI,21.0,0.0,21.0
TACNA,SAMA,53.0,0.0,53.0
TACNA,SUSAPAYA,1.0,0.0,1.0
TACNA,TACNA,4464.0,39.0,4503.0
TACNA,TARATA,83.0,0.0,83.0
TACNA,TARUCACHI,1.0,0.0,1.0
TACNA,TICACO,5.0,0.0,5.0
TUMBES,AGUAS VERDES,342.0,1.0,343.0
TUMBES,CANOAS DE PUNTA SAL,84.0,0.0,84.0
TUMBES,CASITAS,19.0,0.0,19.0
TUMBES,CORRALES,558.0,10.0,568.0
TUMBES,EN INVESTIGACIÓN,31.0,0.0,31.0
TUMBES,LA CRUZ,143.0,1.0,144.0
TUMBES,MATAPALO,25.0,0.0,25.0
TUMBES,PAMPAS DE HOSPITAL,88.0,3.0,91.0
TUMBES,PAPAYAL,208.0,1.0,209.0
TUMBES,SAN JACINTO,146.0,0.0,146.0
TUMBES,SAN JUAN DE LA VIRGEN,46.0,0.0,46.0
TUMBES,TUMBES,4450.0,72.0,4522.0
TUMBES,ZARUMILLA,602.0,2.0,604.0
TUMBES,ZORRITOS,228.0,6.0,234.0
UCAYALI,ALEXANDER VON HUMBOLDT,24.0,0.0,24.0
UCAYALI,CALLERIA,6841.0,0.0,6841.0
UCAYALI,CAMPOVERDE,200.0,0.0,200.0
UCAYALI,CURIMANA,124.0,0.0,124.0
UCAYALI,EN INVESTIGACIÓN,987.0,3.0,990.0
UCAYALI,IPARIA,129.0,0.0,129.0
UCAYALI,IRAZOLA,181.0,0.0,181.0
UCAYALI,MANANTAY,1997.0,0.0,1997.0
UCAYALI,MASISEA,269.0,0.0,269.0
UCAYALI,NESHUYA,89.0,0.0,89.0
UCAYALI,NUEVA REQUENA,196.0,0.0,196.0
UCAYALI,PADRE ABAD,760.0,0.0,760.0
UCAYALI,PURUS,59.0,0.0,59.0
UCAYALI,SEPAHUA,129.0,0.0,129.0
UCAYALI,TAHUANIA,118.0,0.0,118.0
UCAYALI,YARINACOCHA,3710.0,16.0,3726.0
UCAYALI,YURUA,10.0,0.0,10.0
