Department,Date,Deaths
CUSCO,2020-08-15,4
HUANUCO,2020-08-15,2
ICA,2020-08-15,5
JUNIN,2020-08-15,7
LA LIBERTAD,2020-08-15,7
LAMBAYEQUE,2020-08-15,1
LIMA,2020-08-15,71
MADRE DE DIOS,2020-08-15,1
MOQUEGUA,2020-08-15,5
PASCO,2020-08-15,2
PIURA,2020-08-15,3
PUNO,2020-08-15,6
SAN MARTIN,2020-08-15,3
TACNA,2020-08-15,1
ANCASH,2020-08-16,6
APURIMAC,2020-08-16,2
AREQUIPA,2020-08-16,13
AYACUCHO,2020-08-16,1
CAJAMARCA,2020-08-16,3
CALLAO,2020-08-16,5
CUSCO,2020-08-16,6
HUANCAVELICA,2020-08-16,2
HUANUCO,2020-08-16,1
ICA,2020-08-16,13
JUNIN,2020-08-16,6
LA LIBERTAD,2020-08-16,14
LAMBAYEQUE,2020-08-16,7
LIMA,2020-08-16,91
LORETO,2020-08-16,3
MADRE DE DIOS,2020-08-16,1
MOQUEGUA,2020-08-16,2
PIURA,2020-08-16,8
PUNO,2020-08-16,7
SAN MARTIN,2020-08-16,2
TACNA,2020-08-16,3
TUMBES,2020-08-16,1
UCAYALI,2020-08-16,3
ANCASH,2020-08-17,11
AREQUIPA,2020-08-17,18
AYACUCHO,2020-08-17,1
CAJAMARCA,2020-08-17,3
CALLAO,2020-08-17,12
CUSCO,2020-08-17,5
HUANUCO,2020-08-17,1
ICA,2020-08-17,12
JUNIN,2020-08-17,2
LA LIBERTAD,2020-08-17,4
LAMBAYEQUE,2020-08-17,2
LIMA,2020-08-17,83
LORETO,2020-08-17,2
MOQUEGUA,2020-08-17,5
PIURA,2020-08-17,4
PUNO,2020-08-17,6
SAN MARTIN,2020-08-17,3
TACNA,2020-08-17,2
UCAYALI,2020-08-17,1
ANCASH,2020-08-18,4
AREQUIPA,2020-08-18,7
AYACUCHO,2020-08-18,5
CAJAMARCA,2020-08-18,2
CALLAO,2020-08-18,2
CUSCO,2020-08-18,6
HUANCAVELICA,2020-08-18,1
HUANUCO,2020-08-18,5
ICA,2020-08-18,6
JUNIN,2020-08-18,4
LA LIBERTAD,2020-08-18,2
LAMBAYEQUE,2020-08-18,3
LIMA,2020-08-18,46
LORETO,2020-08-18,1
MOQUEGUA,2020-08-18,2
PASCO,2020-08-18,1
PIURA,2020-08-18,5
PUNO,2020-08-18,8
SAN MARTIN,2020-08-18,2
TACNA,2020-08-18,4
ANCASH,2020-08-19,3
APURIMAC,2020-08-19,1
AREQUIPA,2020-08-19,9
AYACUCHO,2020-08-19,1
CAJAMARCA,2020-08-19,4
CALLAO,2020-08-19,5
CUSCO,2020-08-19,10
HUANUCO,2020-08-19,4
ICA,2020-08-19,2
JUNIN,2020-08-19,3
LA LIBERTAD,2020-08-19,8
LAMBAYEQUE,2020-08-19,1
LIMA,2020-08-19,66
LORETO,2020-08-19,2
MOQUEGUA,2020-08-19,3
PIURA,2020-08-19,5
PUNO,2020-08-19,10
TACNA,2020-08-19,2
UCAYALI,2020-08-19,1
ANCASH,2020-08-20,4
APURIMAC,2020-08-20,1
AREQUIPA,2020-08-20,17
AYACUCHO,2020-08-20,3
CAJAMARCA,2020-08-20,1
CALLAO,2020-08-20,13
CUSCO,2020-08-20,12
HUANCAVELICA,2020-08-20,1
HUANUCO,2020-08-20,1
ICA,2020-08-20,14
JUNIN,2020-08-20,8
LA LIBERTAD,2020-08-20,11
LAMBAYEQUE,2020-08-20,3
LIMA,2020-08-20,107
MOQUEGUA,2020-08-20,1
PASCO,2020-08-20,1
PIURA,2020-08-20,7
SAN MARTIN,2020-08-20,3
TACNA,2020-08-20,2
UCAYALI,2020-08-20,1
AMAZONAS,2020-08-21,2
ANCASH,2020-08-21,4
APURIMAC,2020-08-21,1
AREQUIPA,2020-08-21,12
AYACUCHO,2020-08-21,1
CAJAMARCA,2020-08-21,3
CALLAO,2020-08-21,6
CUSCO,2020-08-21,8
HUANCAVELICA,2020-08-21,2
HUANUCO,2020-08-21,3
ICA,2020-08-21,6
JUNIN,2020-08-21,7
LA LIBERTAD,2020-08-21,7
LAMBAYEQUE,2020-08-21,6
LIMA,2020-08-21,82
LORETO,2020-08-21,2
MOQUEGUA,2020-08-21,3
PASCO,2020-08-21,1
PIURA,2020-08-21,6
PUNO,2020-08-21,6
SAN MARTIN,2020-08-21,4
TACNA,2020-08-21,5
UCAYALI,2020-08-21,1
ANCASH,2020-08-22,4
AREQUIPA,2020-08-22,10
AYACUCHO,2020-08-22,4
CAJAMARCA,2020-08-22,3
CALLAO,2020-08-22,9
CUSCO,2020-08-22,7
HUANCAVELICA,2020-08-22,3
HUANUCO,2020-08-22,3
ICA,2020-08-22,7
JUNIN,2020-08-22,12
LA LIBERTAD,2020-08-22,4
LAMBAYEQUE,2020-08-22,3
LIMA,2020-08-22,112
LORETO,2020-08-22,1
MADRE DE DIOS,2020-08-22,1
MOQUEGUA,2020-08-22,8
PASCO,2020-08-22,1
PIURA,2020-08-22,7
PUNO,2020-08-22,5
SAN MARTIN,2020-08-22,1
TACNA,2020-08-22,3
TUMBES,2020-08-22,2
ANCASH,2020-08-23,6
APURIMAC,2020-08-23,2
AREQUIPA,2020-08-23,5
CAJAMARCA,2020-08-23,4
CALLAO,2020-08-23,7
CUSCO,2020-08-23,3
HUANCAVELICA,2020-08-23,4
HUANUCO,2020-08-23,4
ICA,2020-08-23,3
JUNIN,2020-08-23,5
LA LIBERTAD,2020-08-23,7
LAMBAYEQUE,2020-08-23,2
LIMA,2020-08-23,75
LORETO,2020-08-23,3
MOQUEGUA,2020-08-23,4
PASCO,2020-08-23,2
PIURA,2020-08-23,2
PUNO,2020-08-23,9
TACNA,2020-08-23,1
TUMBES,2020-08-23,1
UCAYALI,2020-08-23,1
AMAZONAS,2020-08-24,2
ANCASH,2020-08-24,4
AREQUIPA,2020-08-24,12
AYACUCHO,2020-08-24,2
CAJAMARCA,2020-08-24,2
CALLAO,2020-08-24,6
CUSCO,2020-08-24,9
HUANCAVELICA,2020-08-24,4
HUANUCO,2020-08-24,2
ICA,2020-08-24,5
JUNIN,2020-08-24,8
LA LIBERTAD,2020-08-24,14
LAMBAYEQUE,2020-08-24,2
LIMA,2020-08-24,99
MOQUEGUA,2020-08-24,2
PASCO,2020-08-24,1
PIURA,2020-08-24,4
PUNO,2020-08-24,4
SAN MARTIN,2020-08-24,2
TACNA,2020-08-24,3
TUMBES,2020-08-24,1
ANCASH,2020-08-25,3
AREQUIPA,2020-08-25,11
AYACUCHO,2020-08-25,2
CAJAMARCA,2020-08-25,2
CALLAO,2020-08-25,6
CUSCO,2020-08-25,7
HUANUCO,2020-08-25,1
ICA,2020-08-25,3
JUNIN,2020-08-25,3
LA LIBERTAD,2020-08-25,4
LAMBAYEQUE,2020-08-25,2
LIMA,2020-08-25,55
MOQUEGUA,2020-08-25,6
PIURA,2020-08-25,8
PUNO,2020-08-25,4
SAN MARTIN,2020-08-25,2
TUMBES,2020-08-25,1
UCAYALI,2020-08-25,3
ANCASH,2020-08-26,7
APURIMAC,2020-08-26,1
AREQUIPA,2020-08-26,15
AYACUCHO,2020-08-26,3
CAJAMARCA,2020-08-26,2
CALLAO,2020-08-26,6
CUSCO,2020-08-26,9
HUANUCO,2020-08-26,2
ICA,2020-08-26,5
JUNIN,2020-08-26,8
LA LIBERTAD,2020-08-26,7
LAMBAYEQUE,2020-08-26,1
LIMA,2020-08-26,72
MOQUEGUA,2020-08-26,1
PASCO,2020-08-26,1
PIURA,2020-08-26,4
PUNO,2020-08-26,4
SAN MARTIN,2020-08-26,2
TACNA,2020-08-26,2
TUMBES,2020-08-26,1
ANCASH,2020-08-27,4
APURIMAC,2020-08-27,1
AREQUIPA,2020-08-27,11
CAJAMARCA,2020-08-27,1
CALLAO,2020-08-27,12
CUSCO,2020-08-27,13
HUANCAVELICA,2020-08-27,3
HUANUCO,2020-08-27,3
ICA,2020-08-27,7
JUNIN,2020-08-27,7
LA LIBERTAD,2020-08-27,5
LAMBAYEQUE,2020-08-27,1
LIMA,2020-08-27,90
LORETO,2020-08-27,2
MOQUEGUA,2020-08-27,2
PASCO,2020-08-27,2
PIURA,2020-08-27,7
PUNO,2020-08-27,8
SAN MARTIN,2020-08-27,3
TACNA,2020-08-27,11
TUMBES,2020-08-27,1
ANCASH,2020-08-28,4
APURIMAC,2020-08-28,1
AREQUIPA,2020-08-28,5
AYACUCHO,2020-08-28,1
CAJAMARCA,2020-08-28,3
CALLAO,2020-08-28,7
CUSCO,2020-08-28,8
HUANCAVELICA,2020-08-28,2
ICA,2020-08-28,5
JUNIN,2020-08-28,9
LA LIBERTAD,2020-08-28,6
LAMBAYEQUE,2020-08-28,3
LIMA,2020-08-28,65
LORETO,2020-08-28,1
MOQUEGUA,2020-08-28,2
PASCO,2020-08-28,2
PIURA,2020-08-28,3
PUNO,2020-08-28,6
TACNA,2020-08-28,2
UCAYALI,2020-08-28,1
ANCASH,2020-08-29,11
APURIMAC,2020-08-29,1
AREQUIPA,2020-08-29,8
AYACUCHO,2020-08-29,2
CAJAMARCA,2020-08-29,2
CALLAO,2020-08-29,5
CUSCO,2020-08-29,11
HUANCAVELICA,2020-08-29,2
HUANUCO,2020-08-29,3
ICA,2020-08-29,5
JUNIN,2020-08-29,9
LA LIBERTAD,2020-08-29,8
LAMBAYEQUE,2020-08-29,3
LIMA,2020-08-29,89
MOQUEGUA,2020-08-29,2
PASCO,2020-08-29,1
PIURA,2020-08-29,5
PUNO,2020-08-29,2
SAN MARTIN,2020-08-29,2
TACNA,2020-08-29,5
TUMBES,2020-08-29,1
UCAYALI,2020-08-29,4
AMAZONAS,2020-08-30,1
ANCASH,2020-08-30,3
APURIMAC,2020-08-30,1
AREQUIPA,2020-08-30,14
AYACUCHO,2020-08-30,1
CAJAMARCA,2020-08-30,3
CALLAO,2020-08-30,6
CUSCO,2020-08-30,5
HUANUCO,2020-08-30,4
ICA,2020-08-30,4
JUNIN,2020-08-30,7
LA LIBERTAD,2020-08-30,10
LAMBAYEQUE,2020-08-30,4
LIMA,2020-08-30,75
MOQUEGUA,2020-08-30,2
PASCO,2020-08-30,1
PIURA,2020-08-30,7
PUNO,2020-08-30,6
TACNA,2020-08-30,1
TUMBES,2020-08-30,1
ANCASH,2020-08-31,1
AREQUIPA,2020-08-31,11
AYACUCHO,2020-08-31,1
CALLAO,2020-08-31,3
CUSCO,2020-08-31,4
HUANUCO,2020-08-31,2
ICA,2020-08-31,2
JUNIN,2020-08-31,2
LA LIBERTAD,2020-08-31,5
LAMBAYEQUE,2020-08-31,4
LIMA,2020-08-31,73
LORETO,2020-08-31,1
PIURA,2020-08-31,5
PUNO,2020-08-31,2
SAN MARTIN,2020-08-31,3
TACNA,2020-08-31,1
TUMBES,2020-08-31,1
UCAYALI,2020-08-31,3
AMAZONAS,2020-09-01,1
ANCASH,2020-09-01,4
APURIMAC,2020-09-01,2
AREQUIPA,2020-09-01,7
AYACUCHO,2020-09-01,4
CAJAMARCA,2020-09-01,5
CALLAO,2020-09-01,8
CUSCO,2020-09-01,2
HUANCAVELICA,2020-09-01,3
HUANUCO,2020-09-01,2
ICA,2020-09-01,7
JUNIN,2020-09-01,6
LA LIBERTAD,2020-09-01,10
LAMBAYEQUE,2020-09-01,1
LIMA,2020-09-01,108
MOQUEGUA,2020-09-01,3
PIURA,2020-09-01,10
PUNO,2020-09-01,2
TACNA,2020-09-01,3
TUMBES,2020-09-01,2
UCAYALI,2020-09-01,1
ANCASH,2020-09-02,3
AREQUIPA,2020-09-02,9
AYACUCHO,2020-09-02,2
CAJAMARCA,2020-09-02,4
CALLAO,2020-09-02,5
CUSCO,2020-09-02,7
HUANUCO,2020-09-02,4
ICA,2020-09-02,6
JUNIN,2020-09-02,3
LA LIBERTAD,2020-09-02,6
LAMBAYEQUE,2020-09-02,3
LIMA,2020-09-02,87
MOQUEGUA,2020-09-02,1
PIURA,2020-09-02,2
PUNO,2020-09-02,2
TACNA,2020-09-02,2
ANCASH,2020-09-03,5
APURIMAC,2020-09-03,2
AREQUIPA,2020-09-03,7
AYACUCHO,2020-09-03,4
CALLAO,2020-09-03,4
CUSCO,2020-09-03,2
HUANCAVELICA,2020-09-03,1
HUANUCO,2020-09-03,5
ICA,2020-09-03,11
JUNIN,2020-09-03,6
LA LIBERTAD,2020-09-03,9
LAMBAYEQUE,2020-09-03,5
LIMA,2020-09-03,67
LORETO,2020-09-03,1
MADRE DE DIOS,2020-09-03,2
MOQUEGUA,2020-09-03,2
PASCO,2020-09-03,2
PIURA,2020-09-03,3
PUNO,2020-09-03,3
SAN MARTIN,2020-09-03,1
TACNA,2020-09-03,4
TUMBES,2020-09-03,3
ANCASH,2020-09-04,6
AREQUIPA,2020-09-04,6
AYACUCHO,2020-09-04,2
CAJAMARCA,2020-09-04,3
CALLAO,2020-09-04,4
CUSCO,2020-09-04,1
HUANCAVELICA,2020-09-04,1
ICA,2020-09-04,3
JUNIN,2020-09-04,7
LA LIBERTAD,2020-09-04,9
LAMBAYEQUE,2020-09-04,4
LIMA,2020-09-04,72
LORETO,2020-09-04,3
MOQUEGUA,2020-09-04,2
PIURA,2020-09-04,3
PUNO,2020-09-04,4
TACNA,2020-09-04,2
UCAYALI,2020-09-04,1
AMAZONAS,2020-09-05,2
ANCASH,2020-09-05,8
AREQUIPA,2020-09-05,6
AYACUCHO,2020-09-05,3
CAJAMARCA,2020-09-05,3
CALLAO,2020-09-05,8
CUSCO,2020-09-05,7
HUANCAVELICA,2020-09-05,1
HUANUCO,2020-09-05,2
ICA,2020-09-05,2
JUNIN,2020-09-05,4
LA LIBERTAD,2020-09-05,5
LAMBAYEQUE,2020-09-05,4
LIMA,2020-09-05,73
LORETO,2020-09-05,2
MOQUEGUA,2020-09-05,1
PASCO,2020-09-05,1
PIURA,2020-09-05,5
PUNO,2020-09-05,6
SAN MARTIN,2020-09-05,4
TACNA,2020-09-05,4
AMAZONAS,2020-09-06,3
ANCASH,2020-09-06,7
APURIMAC,2020-09-06,2
AREQUIPA,2020-09-06,7
AYACUCHO,2020-09-06,1
CAJAMARCA,2020-09-06,4
CALLAO,2020-09-06,8
CUSCO,2020-09-06,2
HUANCAVELICA,2020-09-06,1
HUANUCO,2020-09-06,1
ICA,2020-09-06,5
JUNIN,2020-09-06,6
LA LIBERTAD,2020-09-06,4
LAMBAYEQUE,2020-09-06,6
LIMA,2020-09-06,59
MOQUEGUA,2020-09-06,3
PIURA,2020-09-06,8
PUNO,2020-09-06,3
SAN MARTIN,2020-09-06,1
TACNA,2020-09-06,4
TUMBES,2020-09-06,1
UCAYALI,2020-09-06,2
AMAZONAS,2020-09-07,2
ANCASH,2020-09-07,6
APURIMAC,2020-09-07,3
AREQUIPA,2020-09-07,9
AYACUCHO,2020-09-07,2
CAJAMARCA,2020-09-07,1
CALLAO,2020-09-07,7
CUSCO,2020-09-07,2
HUANCAVELICA,2020-09-07,1
ICA,2020-09-07,6
JUNIN,2020-09-07,6
LA LIBERTAD,2020-09-07,11
LAMBAYEQUE,2020-09-07,4
LIMA,2020-09-07,72
LORETO,2020-09-07,1
PIURA,2020-09-07,6
PUNO,2020-09-07,3
SAN MARTIN,2020-09-07,1
TACNA,2020-09-07,2
TUMBES,2020-09-07,1
UCAYALI,2020-09-07,1
AMAZONAS,2020-09-08,1
ANCASH,2020-09-08,4
APURIMAC,2020-09-08,1
AREQUIPA,2020-09-08,5
CAJAMARCA,2020-09-08,4
CALLAO,2020-09-08,6
CUSCO,2020-09-08,5
HUANCAVELICA,2020-09-08,1
HUANUCO,2020-09-08,1
ICA,2020-09-08,5
JUNIN,2020-09-08,3
LA LIBERTAD,2020-09-08,3
LAMBAYEQUE,2020-09-08,3
LIMA,2020-09-08,61
LORETO,2020-09-08,2
MADRE DE DIOS,2020-09-08,1
PIURA,2020-09-08,2
PUNO,2020-09-08,2
TACNA,2020-09-08,3
AMAZONAS,2020-09-09,2
ANCASH,2020-09-09,3
AREQUIPA,2020-09-09,3
AYACUCHO,2020-09-09,2
CAJAMARCA,2020-09-09,4
CALLAO,2020-09-09,7
CUSCO,2020-09-09,5
HUANCAVELICA,2020-09-09,1
HUANUCO,2020-09-09,6
ICA,2020-09-09,1
JUNIN,2020-09-09,3
LA LIBERTAD,2020-09-09,1
LAMBAYEQUE,2020-09-09,3
LIMA,2020-09-09,55
LORETO,2020-09-09,2
PASCO,2020-09-09,1
PIURA,2020-09-09,2
PUNO,2020-09-09,2
SAN MARTIN,2020-09-09,1
TACNA,2020-09-09,2
TUMBES,2020-09-09,2
ANCASH,2020-09-10,5
APURIMAC,2020-09-10,1
AREQUIPA,2020-09-10,7
AYACUCHO,2020-09-10,1
CAJAMARCA,2020-09-10,1
CALLAO,2020-09-10,5
CUSCO,2020-09-10,4
HUANUCO,2020-09-10,3
ICA,2020-09-10,7
JUNIN,2020-09-10,4
LA LIBERTAD,2020-09-10,6
LAMBAYEQUE,2020-09-10,3
LIMA,2020-09-10,63
LORETO,2020-09-10,1
MOQUEGUA,2020-09-10,2
PASCO,2020-09-10,1
PIURA,2020-09-10,4
PUNO,2020-09-10,1
SAN MARTIN,2020-09-10,3
TACNA,2020-09-10,1
TUMBES,2020-09-10,3
ANCASH,2020-09-11,5
APURIMAC,2020-09-11,1
AREQUIPA,2020-09-11,9
CAJAMARCA,2020-09-11,3
CALLAO,2020-09-11,5
CUSCO,2020-09-11,6
ICA,2020-09-11,7
JUNIN,2020-09-11,3
LA LIBERTAD,2020-09-11,6
LAMBAYEQUE,2020-09-11,6
LIMA,2020-09-11,56
LORETO,2020-09-11,1
MOQUEGUA,2020-09-11,1
PIURA,2020-09-11,7
SAN MARTIN,2020-09-11,2
TACNA,2020-09-11,4
TUMBES,2020-09-11,1
AMAZONAS,2020-09-12,1
ANCASH,2020-09-12,2
AREQUIPA,2020-09-12,8
AYACUCHO,2020-09-12,1
CAJAMARCA,2020-09-12,3
CALLAO,2020-09-12,9
CUSCO,2020-09-12,2
HUANCAVELICA,2020-09-12,4
HUANUCO,2020-09-12,1
ICA,2020-09-12,6
JUNIN,2020-09-12,1
LA LIBERTAD,2020-09-12,7
LAMBAYEQUE,2020-09-12,5
LIMA,2020-09-12,53
LORETO,2020-09-12,2
MOQUEGUA,2020-09-12,2
PASCO,2020-09-12,2
PIURA,2020-09-12,6
TACNA,2020-09-12,1
UCAYALI,2020-09-12,1
ANCASH,2020-09-13,3
APURIMAC,2020-09-13,1
AREQUIPA,2020-09-13,12
AYACUCHO,2020-09-13,1
CAJAMARCA,2020-09-13,3
CALLAO,2020-09-13,9
CUSCO,2020-09-13,1
HUANCAVELICA,2020-09-13,2
ICA,2020-09-13,2
JUNIN,2020-09-13,1
LA LIBERTAD,2020-09-13,3
LAMBAYEQUE,2020-09-13,1
LIMA,2020-09-13,49
MOQUEGUA,2020-09-13,1
PASCO,2020-09-13,1
PIURA,2020-09-13,3
PUNO,2020-09-13,3
SAN MARTIN,2020-09-13,4
TACNA,2020-09-13,1
TUMBES,2020-09-13,1
ANCASH,2020-09-14,4
APURIMAC,2020-09-14,1
AREQUIPA,2020-09-14,9
AYACUCHO,2020-09-14,2
CALLAO,2020-09-14,6
CUSCO,2020-09-14,6
HUANUCO,2020-09-14,3
ICA,2020-09-14,5
JUNIN,2020-09-14,2
LA LIBERTAD,2020-09-14,5
LAMBAYEQUE,2020-09-14,1
LIMA,2020-09-14,56
MADRE DE DIOS,2020-09-14,2
MOQUEGUA,2020-09-14,2
PIURA,2020-09-14,4
PUNO,2020-09-14,1
SAN MARTIN,2020-09-14,2
TACNA,2020-09-14,2
TUMBES,2020-09-14,1
UCAYALI,2020-09-14,1
ANCASH,2020-09-15,3
AREQUIPA,2020-09-15,5
CAJAMARCA,2020-09-15,11
CALLAO,2020-09-15,3
CUSCO,2020-09-15,4
HUANUCO,2020-09-15,3
ICA,2020-09-15,5
JUNIN,2020-09-15,5
LA LIBERTAD,2020-09-15,6
LAMBAYEQUE,2020-09-15,1
LIMA,2020-09-15,62
MOQUEGUA,2020-09-15,3
PASCO,2020-09-15,2
PIURA,2020-09-15,5
PUNO,2020-09-15,1
SAN MARTIN,2020-09-15,1
TACNA,2020-09-15,4
AMAZONAS,2020-09-16,1
ANCASH,2020-09-16,1
AREQUIPA,2020-09-16,7
CAJAMARCA,2020-09-16,2
CALLAO,2020-09-16,7
HUANCAVELICA,2020-09-16,3
HUANUCO,2020-09-16,2
ICA,2020-09-16,5
JUNIN,2020-09-16,3
LA LIBERTAD,2020-09-16,5
LAMBAYEQUE,2020-09-16,3
LIMA,2020-09-16,38
MADRE DE DIOS,2020-09-16,1
PIURA,2020-09-16,6
PUNO,2020-09-16,5
SAN MARTIN,2020-09-16,1
TACNA,2020-09-16,4
UCAYALI,2020-09-16,1
ANCASH,2020-09-17,8
AREQUIPA,2020-09-17,11
CAJAMARCA,2020-09-17,2
CALLAO,2020-09-17,7
CUSCO,2020-09-17,1
ICA,2020-09-17,6
JUNIN,2020-09-17,4
LA LIBERTAD,2020-09-17,5
LAMBAYEQUE,2020-09-17,4
LIMA,2020-09-17,73
LORETO,2020-09-17,2
MADRE DE DIOS,2020-09-17,1
MOQUEGUA,2020-09-17,1
PASCO,2020-09-17,1
PIURA,2020-09-17,5
PUNO,2020-09-17,1
SAN MARTIN,2020-09-17,1
TACNA,2020-09-17,3
UCAYALI,2020-09-17,1
AMAZONAS,2020-09-18,1
ANCASH,2020-09-18,8
AREQUIPA,2020-09-18,5
CALLAO,2020-09-18,5
HUANCAVELICA,2020-09-18,1
ICA,2020-09-18,3
JUNIN,2020-09-18,2
LA LIBERTAD,2020-09-18,6
LAMBAYEQUE,2020-09-18,4
LIMA,2020-09-18,34
LORETO,2020-09-18,2
MOQUEGUA,2020-09-18,2
PASCO,2020-09-18,1
PIURA,2020-09-18,5
PUNO,2020-09-18,1
SAN MARTIN,2020-09-18,1
TACNA,2020-09-18,1
TUMBES,2020-09-18,2
UCAYALI,2020-09-18,2
AMAZONAS,2020-09-19,2
ANCASH,2020-09-19,8
APURIMAC,2020-09-19,2
AREQUIPA,2020-09-19,8
AYACUCHO,2020-09-19,3
CAJAMARCA,2020-09-19,7
CALLAO,2020-09-19,12
CUSCO,2020-09-19,2
HUANCAVELICA,2020-09-19,1
HUANUCO,2020-09-19,2
ICA,2020-09-19,4
JUNIN,2020-09-19,3
LA LIBERTAD,2020-09-19,10
LAMBAYEQUE,2020-09-19,3
LIMA,2020-09-19,97
LORETO,2020-09-19,2
MOQUEGUA,2020-09-19,2
PASCO,2020-09-19,1
PIURA,2020-09-19,6
PUNO,2020-09-19,3
SAN MARTIN,2020-09-19,1
TACNA,2020-09-19,5
TUMBES,2020-09-19,2
ANCASH,2020-09-20,4
APURIMAC,2020-09-20,3
AREQUIPA,2020-09-20,4
CAJAMARCA,2020-09-20,1
CALLAO,2020-09-20,6
CUSCO,2020-09-20,4
HUANCAVELICA,2020-09-20,2
ICA,2020-09-20,7
JUNIN,2020-09-20,5
LA LIBERTAD,2020-09-20,5
LAMBAYEQUE,2020-09-20,3
LIMA,2020-09-20,51
PIURA,2020-09-20,3
PUNO,2020-09-20,1
SAN MARTIN,2020-09-20,3
TACNA,2020-09-20,2
UCAYALI,2020-09-20,1
AMAZONAS,2020-09-21,1
ANCASH,2020-09-21,2
APURIMAC,2020-09-21,2
AREQUIPA,2020-09-21,6
AYACUCHO,2020-09-21,3
CALLAO,2020-09-21,4
CUSCO,2020-09-21,5
HUANCAVELICA,2020-09-21,1
HUANUCO,2020-09-21,1
ICA,2020-09-21,2
JUNIN,2020-09-21,5
LA LIBERTAD,2020-09-21,4
LAMBAYEQUE,2020-09-21,3
LIMA,2020-09-21,56
LORETO,2020-09-21,1
MOQUEGUA,2020-09-21,1
PASCO,2020-09-21,2
PIURA,2020-09-21,1
PUNO,2020-09-21,4
SAN MARTIN,2020-09-21,2
TACNA,2020-09-21,3
TUMBES,2020-09-21,1
UCAYALI,2020-09-21,2
ANCASH,2020-09-22,5
APURIMAC,2020-09-22,1
AREQUIPA,2020-09-22,3
AYACUCHO,2020-09-22,2
CAJAMARCA,2020-09-22,1
CALLAO,2020-09-22,6
ICA,2020-09-22,4
JUNIN,2020-09-22,6
LA LIBERTAD,2020-09-22,3
LAMBAYEQUE,2020-09-22,5
LIMA,2020-09-22,50
MOQUEGUA,2020-09-22,1
PASCO,2020-09-22,1
PIURA,2020-09-22,6
PUNO,2020-09-22,2
SAN MARTIN,2020-09-22,1
TACNA,2020-09-22,1
AMAZONAS,2020-09-23,1
ANCASH,2020-09-23,2
AREQUIPA,2020-09-23,2
AYACUCHO,2020-09-23,2
CAJAMARCA,2020-09-23,2
CALLAO,2020-09-23,1
CUSCO,2020-09-23,4
ICA,2020-09-23,5
JUNIN,2020-09-23,2
LA LIBERTAD,2020-09-23,3
LAMBAYEQUE,2020-09-23,2
LIMA,2020-09-23,35
MOQUEGUA,2020-09-23,2
PIURA,2020-09-23,2
SAN MARTIN,2020-09-23,1
TUMBES,2020-09-23,1
UCAYALI,2020-09-23,1
AMAZONAS,2020-09-24,2
ANCASH,2020-09-24,5
AREQUIPA,2020-09-24,7
