Department,Date,Deaths
CAJAMARCA,2020-09-24,5
CALLAO,2020-09-24,2
CUSCO,2020-09-24,2
HUANCAVELICA,2020-09-24,1
HUANUCO,2020-09-24,4
ICA,2020-09-24,8
JUNIN,2020-09-24,2
LA LIBERTAD,2020-09-24,3
LAMBAYEQUE,2020-09-24,2
LIMA,2020-09-24,43
PIURA,2020-09-24,7
PUNO,2020-09-24,2
SAN MARTIN,2020-09-24,1
TACNA,2020-09-24,3
AMAZONAS,2020-09-25,2
ANCASH,2020-09-25,3
APURIMAC,2020-09-25,3
AREQUIPA,2020-09-25,5
AYACUCHO,2020-09-25,1
CAJAMARCA,2020-09-25,3
CALLAO,2020-09-25,4
CUSCO,2020-09-25,4
HUANCAVELICA,2020-09-25,1
HUANUCO,2020-09-25,2
ICA,2020-09-25,4
JUNIN,2020-09-25,3
LA LIBERTAD,2020-09-25,6
LAMBAYEQUE,2020-09-25,4
LIMA,2020-09-25,53
MOQUEGUA,2020-09-25,1
PIURA,2020-09-25,3
PUNO,2020-09-25,1
SAN MARTIN,2020-09-25,1
TACNA,2020-09-25,1
ANCASH,2020-09-26,3
AREQUIPA,2020-09-26,8
AYACUCHO,2020-09-26,2
CAJAMARCA,2020-09-26,5
CALLAO,2020-09-26,11
CUSCO,2020-09-26,3
HUANCAVELICA,2020-09-26,1
ICA,2020-09-26,6
JUNIN,2020-09-26,1
LA LIBERTAD,2020-09-26,3
LAMBAYEQUE,2020-09-26,2
LIMA,2020-09-26,62
LORETO,2020-09-26,2
MADRE DE DIOS,2020-09-26,1
MOQUEGUA,2020-09-26,1
PASCO,2020-09-26,2
PIURA,2020-09-26,6
TUMBES,2020-09-26,1
ANCASH,2020-09-27,1
APURIMAC,2020-09-27,1
AREQUIPA,2020-09-27,5
AYACUCHO,2020-09-27,1
CAJAMARCA,2020-09-27,3
CALLAO,2020-09-27,5
CUSCO,2020-09-27,1
HUANUCO,2020-09-27,1
ICA,2020-09-27,3
JUNIN,2020-09-27,2
LA LIBERTAD,2020-09-27,1
LAMBAYEQUE,2020-09-27,1
LIMA,2020-09-27,27
PASCO,2020-09-27,1
PIURA,2020-09-27,2
PUNO,2020-09-27,2
SAN MARTIN,2020-09-27,2
TACNA,2020-09-27,1
TUMBES,2020-09-27,1
UCAYALI,2020-09-27,1
ANCASH,2020-09-28,3
AREQUIPA,2020-09-28,2
CAJAMARCA,2020-09-28,2
CALLAO,2020-09-28,4
CUSCO,2020-09-28,3
HUANCAVELICA,2020-09-28,1
HUANUCO,2020-09-28,2
ICA,2020-09-28,4
JUNIN,2020-09-28,3
LA LIBERTAD,2020-09-28,4
LAMBAYEQUE,2020-09-28,7
LIMA,2020-09-28,29
PASCO,2020-09-28,1
PIURA,2020-09-28,2
PUNO,2020-09-28,2
TACNA,2020-09-28,1
UCAYALI,2020-09-28,2
ANCASH,2020-09-29,1
AREQUIPA,2020-09-29,3
AYACUCHO,2020-09-29,1
CAJAMARCA,2020-09-29,1
CALLAO,2020-09-29,2
CUSCO,2020-09-29,1
HUANCAVELICA,2020-09-29,1
HUANUCO,2020-09-29,1
ICA,2020-09-29,3
JUNIN,2020-09-29,4
LA LIBERTAD,2020-09-29,2
LAMBAYEQUE,2020-09-29,2
LIMA,2020-09-29,31
LORETO,2020-09-29,2
MADRE DE DIOS,2020-09-29,1
PIURA,2020-09-29,3
PUNO,2020-09-29,4
SAN MARTIN,2020-09-29,2
TACNA,2020-09-29,1
UCAYALI,2020-09-29,1
ANCASH,2020-09-30,4
AREQUIPA,2020-09-30,3
AYACUCHO,2020-09-30,1
CAJAMARCA,2020-09-30,1
CALLAO,2020-09-30,5
CUSCO,2020-09-30,5
ICA,2020-09-30,1
JUNIN,2020-09-30,2
LAMBAYEQUE,2020-09-30,3
LIMA,2020-09-30,39
MOQUEGUA,2020-09-30,2
PASCO,2020-09-30,1
PIURA,2020-09-30,1
SAN MARTIN,2020-09-30,3
TACNA,2020-09-30,1
ANCASH,2020-10-01,6
APURIMAC,2020-10-01,1
AREQUIPA,2020-10-01,5
CAJAMARCA,2020-10-01,1
CALLAO,2020-10-01,4
CUSCO,2020-10-01,2
HUANUCO,2020-10-01,1
ICA,2020-10-01,1
JUNIN,2020-10-01,4
LA LIBERTAD,2020-10-01,1
LIMA,2020-10-01,36
LORETO,2020-10-01,1
MOQUEGUA,2020-10-01,1
PIURA,2020-10-01,5
PUNO,2020-10-01,2
TACNA,2020-10-01,2
UCAYALI,2020-10-01,1
AMAZONAS,2020-10-02,1
ANCASH,2020-10-02,1
AREQUIPA,2020-10-02,2
AYACUCHO,2020-10-02,1
CAJAMARCA,2020-10-02,2
CALLAO,2020-10-02,4
CUSCO,2020-10-02,1
ICA,2020-10-02,5
JUNIN,2020-10-02,1
LA LIBERTAD,2020-10-02,3
LAMBAYEQUE,2020-10-02,2
LIMA,2020-10-02,27
LORETO,2020-10-02,1
PIURA,2020-10-02,2
PUNO,2020-10-02,2
TUMBES,2020-10-02,1
ANCASH,2020-10-03,4
APURIMAC,2020-10-03,1
AREQUIPA,2020-10-03,1
CAJAMARCA,2020-10-03,1
CALLAO,2020-10-03,1
CUSCO,2020-10-03,1
HUANCAVELICA,2020-10-03,1
HUANUCO,2020-10-03,1
ICA,2020-10-03,3
JUNIN,2020-10-03,5
LA LIBERTAD,2020-10-03,5
LAMBAYEQUE,2020-10-03,1
LIMA,2020-10-03,39
MOQUEGUA,2020-10-03,1
PIURA,2020-10-03,8
SAN MARTIN,2020-10-03,2
TACNA,2020-10-03,1
TUMBES,2020-10-03,1
AMAZONAS,2020-10-04,1
ANCASH,2020-10-04,2
APURIMAC,2020-10-04,1
AREQUIPA,2020-10-04,9
AYACUCHO,2020-10-04,1
CAJAMARCA,2020-10-04,2
CALLAO,2020-10-04,4
CUSCO,2020-10-04,1
HUANUCO,2020-10-04,3
ICA,2020-10-04,6
JUNIN,2020-10-04,4
LA LIBERTAD,2020-10-04,5
LAMBAYEQUE,2020-10-04,1
LIMA,2020-10-04,48
MADRE DE DIOS,2020-10-04,1
MOQUEGUA,2020-10-04,1
PIURA,2020-10-04,2
APURIMAC,2020-10-05,1
AREQUIPA,2020-10-05,5
AYACUCHO,2020-10-05,2
CAJAMARCA,2020-10-05,6
CALLAO,2020-10-05,6
CUSCO,2020-10-05,3
HUANUCO,2020-10-05,2
ICA,2020-10-05,4
LA LIBERTAD,2020-10-05,1
LAMBAYEQUE,2020-10-05,7
LIMA,2020-10-05,38
LORETO,2020-10-05,3
MOQUEGUA,2020-10-05,1
TACNA,2020-10-05,1
AMAZONAS,2020-10-06,1
ANCASH,2020-10-06,1
AREQUIPA,2020-10-06,4
AYACUCHO,2020-10-06,3
CALLAO,2020-10-06,2
CUSCO,2020-10-06,2
HUANCAVELICA,2020-10-06,2
HUANUCO,2020-10-06,1
ICA,2020-10-06,4
JUNIN,2020-10-06,6
LA LIBERTAD,2020-10-06,5
LAMBAYEQUE,2020-10-06,5
LIMA,2020-10-06,48
LORETO,2020-10-06,1
MOQUEGUA,2020-10-06,1
PIURA,2020-10-06,3
PUNO,2020-10-06,2
SAN MARTIN,2020-10-06,2
UCAYALI,2020-10-06,2
ANCASH,2020-10-07,3
APURIMAC,2020-10-07,2
AREQUIPA,2020-10-07,6
CAJAMARCA,2020-10-07,3
CALLAO,2020-10-07,3
CUSCO,2020-10-07,2
HUANUCO,2020-10-07,5
ICA,2020-10-07,2
JUNIN,2020-10-07,3
LA LIBERTAD,2020-10-07,2
LAMBAYEQUE,2020-10-07,4
LIMA,2020-10-07,39
MOQUEGUA,2020-10-07,3
PIURA,2020-10-07,4
PUNO,2020-10-07,3
SAN MARTIN,2020-10-07,1
TACNA,2020-10-07,1
TUMBES,2020-10-07,2
UCAYALI,2020-10-07,1
AMAZONAS,2020-10-08,1
ANCASH,2020-10-08,3
AREQUIPA,2020-10-08,2
AYACUCHO,2020-10-08,2
CAJAMARCA,2020-10-08,2
CALLAO,2020-10-08,4
CUSCO,2020-10-08,2
HUANUCO,2020-10-08,2
ICA,2020-10-08,2
JUNIN,2020-10-08,1
LA LIBERTAD,2020-10-08,3
LAMBAYEQUE,2020-10-08,2
LIMA,2020-10-08,21
LORETO,2020-10-08,1
MOQUEGUA,2020-10-08,1
PIURA,2020-10-08,4
PUNO,2020-10-08,2
SAN MARTIN,2020-10-08,1
TACNA,2020-10-08,3
UCAYALI,2020-10-08,1
ANCASH,2020-10-09,4
AREQUIPA,2020-10-09,3
AYACUCHO,2020-10-09,2
CALLAO,2020-10-09,3
HUANUCO,2020-10-09,1
ICA,2020-10-09,5
JUNIN,2020-10-09,1
LA LIBERTAD,2020-10-09,1
LAMBAYEQUE,2020-10-09,6
LIMA,2020-10-09,31
LORETO,2020-10-09,1
PIURA,2020-10-09,1
PUNO,2020-10-09,1
SAN MARTIN,2020-10-09,3
UCAYALI,2020-10-09,2
ANCASH,2020-10-10,1
APURIMAC,2020-10-10,2
AREQUIPA,2020-10-10,2
AYACUCHO,2020-10-10,1
CAJAMARCA,2020-10-10,2
CALLAO,2020-10-10,7
CUSCO,2020-10-10,3
HUANCAVELICA,2020-10-10,1
ICA,2020-10-10,4
JUNIN,2020-10-10,3
LA LIBERTAD,2020-10-10,1
LAMBAYEQUE,2020-10-10,4
LIMA,2020-10-10,40
MOQUEGUA,2020-10-10,1
PIURA,2020-10-10,2
PUNO,2020-10-10,4
SAN MARTIN,2020-10-10,2
UCAYALI,2020-10-10,2
ANCASH,2020-10-11,2
AREQUIPA,2020-10-11,3
CALLAO,2020-10-11,5
CUSCO,2020-10-11,1
HUANCAVELICA,2020-10-11,1
HUANUCO,2020-10-11,1
ICA,2020-10-11,1
JUNIN,2020-10-11,2
LA LIBERTAD,2020-10-11,2
LAMBAYEQUE,2020-10-11,1
LIMA,2020-10-11,26
LORETO,2020-10-11,1
PIURA,2020-10-11,3
PUNO,2020-10-11,2
UCAYALI,2020-10-11,1
AMAZONAS,2020-10-12,1
ANCASH,2020-10-12,2
AREQUIPA,2020-10-12,2
AYACUCHO,2020-10-12,1
CAJAMARCA,2020-10-12,2
CALLAO,2020-10-12,3
HUANUCO,2020-10-12,4
ICA,2020-10-12,3
LA LIBERTAD,2020-10-12,2
LAMBAYEQUE,2020-10-12,4
LIMA,2020-10-12,30
PIURA,2020-10-12,6
PUNO,2020-10-12,1
UCAYALI,2020-10-12,2
AMAZONAS,2020-10-13,1
ANCASH,2020-10-13,4
AREQUIPA,2020-10-13,9
AYACUCHO,2020-10-13,1
CAJAMARCA,2020-10-13,1
CALLAO,2020-10-13,4
CUSCO,2020-10-13,1
HUANCAVELICA,2020-10-13,2
HUANUCO,2020-10-13,1
ICA,2020-10-13,1
JUNIN,2020-10-13,5
LA LIBERTAD,2020-10-13,6
LAMBAYEQUE,2020-10-13,7
LIMA,2020-10-13,40
LORETO,2020-10-13,1
MADRE DE DIOS,2020-10-13,2
PUNO,2020-10-13,2
SAN MARTIN,2020-10-13,2
TUMBES,2020-10-13,1
UCAYALI,2020-10-13,1
ANCASH,2020-10-14,3
APURIMAC,2020-10-14,2
AREQUIPA,2020-10-14,4
CAJAMARCA,2020-10-14,1
CALLAO,2020-10-14,3
CUSCO,2020-10-14,3
HUANUCO,2020-10-14,1
ICA,2020-10-14,1
JUNIN,2020-10-14,2
LA LIBERTAD,2020-10-14,10
LAMBAYEQUE,2020-10-14,4
LIMA,2020-10-14,21
LORETO,2020-10-14,2
MADRE DE DIOS,2020-10-14,1
PIURA,2020-10-14,2
PUNO,2020-10-14,3
SAN MARTIN,2020-10-14,1
TUMBES,2020-10-14,1
AMAZONAS,2020-10-15,1
ANCASH,2020-10-15,3
APURIMAC,2020-10-15,2
AREQUIPA,2020-10-15,3
AYACUCHO,2020-10-15,1
CALLAO,2020-10-15,5
CUSCO,2020-10-15,1
HUANCAVELICA,2020-10-15,1
ICA,2020-10-15,3
JUNIN,2020-10-15,3
LA LIBERTAD,2020-10-15,2
LAMBAYEQUE,2020-10-15,7
LIMA,2020-10-15,30
LORETO,2020-10-15,3
PIURA,2020-10-15,1
PUNO,2020-10-15,3
UCAYALI,2020-10-15,2
APURIMAC,2020-10-16,1
AYACUCHO,2020-10-16,3
CALLAO,2020-10-16,5
CUSCO,2020-10-16,2
ICA,2020-10-16,2
JUNIN,2020-10-16,1
LA LIBERTAD,2020-10-16,3
LAMBAYEQUE,2020-10-16,1
LIMA,2020-10-16,29
LORETO,2020-10-16,1
PIURA,2020-10-16,1
SAN MARTIN,2020-10-16,1
TACNA,2020-10-16,1
TUMBES,2020-10-16,3
ANCASH,2020-10-17,3
APURIMAC,2020-10-17,1
AREQUIPA,2020-10-17,3
AYACUCHO,2020-10-17,3
CAJAMARCA,2020-10-17,2
CALLAO,2020-10-17,2
CUSCO,2020-10-17,1
HUANUCO,2020-10-17,2
JUNIN,2020-10-17,1
LA LIBERTAD,2020-10-17,3
LAMBAYEQUE,2020-10-17,3
LIMA,2020-10-17,19
LORETO,2020-10-17,1
PASCO,2020-10-17,2
PIURA,2020-10-17,6
SAN MARTIN,2020-10-17,1
TACNA,2020-10-17,1
TUMBES,2020-10-17,2
UCAYALI,2020-10-17,1
AMAZONAS,2020-10-18,1
ANCASH,2020-10-18,3
AREQUIPA,2020-10-18,5
CAJAMARCA,2020-10-18,1
CALLAO,2020-10-18,1
CUSCO,2020-10-18,1
HUANUCO,2020-10-18,1
ICA,2020-10-18,4
JUNIN,2020-10-18,4
LA LIBERTAD,2020-10-18,1
LAMBAYEQUE,2020-10-18,1
LIMA,2020-10-18,34
PASCO,2020-10-18,1
PIURA,2020-10-18,1
PUNO,2020-10-18,1
TACNA,2020-10-18,1
AMAZONAS,2020-10-19,1
AREQUIPA,2020-10-19,1
CAJAMARCA,2020-10-19,6
CALLAO,2020-10-19,1
HUANCAVELICA,2020-10-19,1
ICA,2020-10-19,1
JUNIN,2020-10-19,2
LA LIBERTAD,2020-10-19,2
LAMBAYEQUE,2020-10-19,5
LIMA,2020-10-19,28
MADRE DE DIOS,2020-10-19,1
PIURA,2020-10-19,4
SAN MARTIN,2020-10-19,1
TUMBES,2020-10-19,1
AMAZONAS,2020-10-20,1
ANCASH,2020-10-20,1
APURIMAC,2020-10-20,1
AREQUIPA,2020-10-20,1
CALLAO,2020-10-20,1
CUSCO,2020-10-20,1
HUANUCO,2020-10-20,3
ICA,2020-10-20,5
JUNIN,2020-10-20,1
LA LIBERTAD,2020-10-20,2
LAMBAYEQUE,2020-10-20,2
LIMA,2020-10-20,32
PIURA,2020-10-20,5
PUNO,2020-10-20,2
SAN MARTIN,2020-10-20,1
UCAYALI,2020-10-20,3
AMAZONAS,2020-10-21,2
ANCASH,2020-10-21,3
AYACUCHO,2020-10-21,3
CAJAMARCA,2020-10-21,2
CUSCO,2020-10-21,1
HUANCAVELICA,2020-10-21,1
ICA,2020-10-21,3
JUNIN,2020-10-21,4
LAMBAYEQUE,2020-10-21,2
LIMA,2020-10-21,22
LORETO,2020-10-21,1
PIURA,2020-10-21,2
TACNA,2020-10-21,1
ANCASH,2020-10-22,3
AREQUIPA,2020-10-22,2
AYACUCHO,2020-10-22,1
CALLAO,2020-10-22,1
CUSCO,2020-10-22,2
ICA,2020-10-22,2
JUNIN,2020-10-22,2
LA LIBERTAD,2020-10-22,2
LAMBAYEQUE,2020-10-22,3
LIMA,2020-10-22,26
MOQUEGUA,2020-10-22,1
PUNO,2020-10-22,2
TACNA,2020-10-22,1
TUMBES,2020-10-22,1
AMAZONAS,2020-10-23,1
ANCASH,2020-10-23,2
APURIMAC,2020-10-23,2
AREQUIPA,2020-10-23,5
AYACUCHO,2020-10-23,1
CAJAMARCA,2020-10-23,2
CALLAO,2020-10-23,3
CUSCO,2020-10-23,2
ICA,2020-10-23,1
JUNIN,2020-10-23,4
LA LIBERTAD,2020-10-23,3
LAMBAYEQUE,2020-10-23,3
LIMA,2020-10-23,21
LORETO,2020-10-23,1
MOQUEGUA,2020-10-23,1
PASCO,2020-10-23,1
PUNO,2020-10-23,2
SAN MARTIN,2020-10-23,5
TACNA,2020-10-23,2
ANCASH,2020-10-24,1
AREQUIPA,2020-10-24,2
AYACUCHO,2020-10-24,1
CAJAMARCA,2020-10-24,4
CALLAO,2020-10-24,2
CUSCO,2020-10-24,2
HUANUCO,2020-10-24,4
ICA,2020-10-24,1
JUNIN,2020-10-24,7
LA LIBERTAD,2020-10-24,3
LAMBAYEQUE,2020-10-24,3
LIMA,2020-10-24,16
LORETO,2020-10-24,1
MADRE DE DIOS,2020-10-24,1
PIURA,2020-10-24,3
SAN MARTIN,2020-10-24,1
TACNA,2020-10-24,2
ANCASH,2020-10-25,1
AREQUIPA,2020-10-25,2
AYACUCHO,2020-10-25,1
CAJAMARCA,2020-10-25,1
CALLAO,2020-10-25,1
CUSCO,2020-10-25,2
HUANCAVELICA,2020-10-25,2
ICA,2020-10-25,1
JUNIN,2020-10-25,1
LA LIBERTAD,2020-10-25,1
LAMBAYEQUE,2020-10-25,1
LIMA,2020-10-25,26
LORETO,2020-10-25,1
MOQUEGUA,2020-10-25,1
PUNO,2020-10-25,2
SAN MARTIN,2020-10-25,2
TACNA,2020-10-25,2
ANCASH,2020-10-26,3
APURIMAC,2020-10-26,1
AREQUIPA,2020-10-26,7
AYACUCHO,2020-10-26,2
CALLAO,2020-10-26,2
CUSCO,2020-10-26,1
HUANCAVELICA,2020-10-26,1
HUANUCO,2020-10-26,3
ICA,2020-10-26,2
LA LIBERTAD,2020-10-26,4
LIMA,2020-10-26,28
MADRE DE DIOS,2020-10-26,1
PIURA,2020-10-26,3
SAN MARTIN,2020-10-26,1
TACNA,2020-10-26,1
ANCASH,2020-10-27,1
APURIMAC,2020-10-27,2
AREQUIPA,2020-10-27,3
CALLAO,2020-10-27,3
CUSCO,2020-10-27,2
HUANUCO,2020-10-27,2
ICA,2020-10-27,4
JUNIN,2020-10-27,6
LA LIBERTAD,2020-10-27,5
LAMBAYEQUE,2020-10-27,3
LIMA,2020-10-27,22
PIURA,2020-10-27,1
PUNO,2020-10-27,3
TACNA,2020-10-27,1
ANCASH,2020-10-28,4
APURIMAC,2020-10-28,1
AREQUIPA,2020-10-28,2
CAJAMARCA,2020-10-28,2
CALLAO,2020-10-28,2
HUANUCO,2020-10-28,2
ICA,2020-10-28,2
LA LIBERTAD,2020-10-28,3
LAMBAYEQUE,2020-10-28,2
LIMA,2020-10-28,22
PUNO,2020-10-28,1
SAN MARTIN,2020-10-28,3
TUMBES,2020-10-28,1
ANCASH,2020-10-29,2
AREQUIPA,2020-10-29,2
AYACUCHO,2020-10-29,1
CAJAMARCA,2020-10-29,2
CUSCO,2020-10-29,1
HUANUCO,2020-10-29,1
ICA,2020-10-29,3
JUNIN,2020-10-29,3
LA LIBERTAD,2020-10-29,5
LAMBAYEQUE,2020-10-29,2
LIMA,2020-10-29,23
MOQUEGUA,2020-10-29,1
PIURA,2020-10-29,1
SAN MARTIN,2020-10-29,1
UCAYALI,2020-10-29,1
AMAZONAS,2020-10-30,1
ANCASH,2020-10-30,3
APURIMAC,2020-10-30,2
AREQUIPA,2020-10-30,5
AYACUCHO,2020-10-30,1
CAJAMARCA,2020-10-30,1
CALLAO,2020-10-30,3
ICA,2020-10-30,4
JUNIN,2020-10-30,3
LA LIBERTAD,2020-10-30,2
LAMBAYEQUE,2020-10-30,2
LIMA,2020-10-30,30
LORETO,2020-10-30,1
MADRE DE DIOS,2020-10-30,1
PIURA,2020-10-30,1
PUNO,2020-10-30,2
SAN MARTIN,2020-10-30,1
TACNA,2020-10-30,1
UCAYALI,2020-10-30,1
AMAZONAS,2020-10-31,1
ANCASH,2020-10-31,4
APURIMAC,2020-10-31,2
AREQUIPA,2020-10-31,1
CAJAMARCA,2020-10-31,2
CALLAO,2020-10-31,3
HUANCAVELICA,2020-10-31,1
ICA,2020-10-31,2
JUNIN,2020-10-31,4
LA LIBERTAD,2020-10-31,1
LAMBAYEQUE,2020-10-31,3
LIMA,2020-10-31,17
LORETO,2020-10-31,1
MOQUEGUA,2020-10-31,1
PIURA,2020-10-31,3
PUNO,2020-10-31,1
SAN MARTIN,2020-10-31,1
TACNA,2020-10-31,1
TUMBES,2020-10-31,1
UCAYALI,2020-10-31,3
ANCASH,2020-11-01,6
APURIMAC,2020-11-01,2
AREQUIPA,2020-11-01,1
CAJAMARCA,2020-11-01,1
CALLAO,2020-11-01,2
CUSCO,2020-11-01,1
HUANUCO,2020-11-01,2
ICA,2020-11-01,2
JUNIN,2020-11-01,2
LA LIBERTAD,2020-11-01,1
LAMBAYEQUE,2020-11-01,2
LIMA,2020-11-01,26
LORETO,2020-11-01,1
PIURA,2020-11-01,3
PUNO,2020-11-01,1
SAN MARTIN,2020-11-01,2
TACNA,2020-11-01,1
ANCASH,2020-11-02,1
AREQUIPA,2020-11-02,3
AYACUCHO,2020-11-02,2
CAJAMARCA,2020-11-02,3
CALLAO,2020-11-02,1
CUSCO,2020-11-02,1
ICA,2020-11-02,1
JUNIN,2020-11-02,3
LA LIBERTAD,2020-11-02,2
LAMBAYEQUE,2020-11-02,1
LIMA,2020-11-02,14
PASCO,2020-11-02,1
PIURA,2020-11-02,2
PUNO,2020-11-02,1
UCAYALI,2020-11-02,2
AMAZONAS,2020-11-03,1
ANCASH,2020-11-03,1
AREQUIPA,2020-11-03,2
CALLAO,2020-11-03,3
CUSCO,2020-11-03,1
HUANUCO,2020-11-03,3
ICA,2020-11-03,2
JUNIN,2020-11-03,3
LA LIBERTAD,2020-11-03,3
LIMA,2020-11-03,19
LORETO,2020-11-03,1
PASCO,2020-11-03,1
PUNO,2020-11-03,2
SAN MARTIN,2020-11-03,2
TACNA,2020-11-03,4
AMAZONAS,2020-11-04,1
APURIMAC,2020-11-04,1
AREQUIPA,2020-11-04,5
CAJAMARCA,2020-11-04,2
CALLAO,2020-11-04,3
CUSCO,2020-11-04,1
HUANUCO,2020-11-04,2
ICA,2020-11-04,1
LA LIBERTAD,2020-11-04,2
LIMA,2020-11-04,28
MADRE DE DIOS,2020-11-04,1
MOQUEGUA,2020-11-04,1
PIURA,2020-11-04,4
PUNO,2020-11-04,1
SAN MARTIN,2020-11-04,1
TACNA,2020-11-04,3
UCAYALI,2020-11-04,2
ANCASH,2020-11-05,5
APURIMAC,2020-11-05,2
AREQUIPA,2020-11-05,3
CAJAMARCA,2020-11-05,2
CALLAO,2020-11-05,3
CUSCO,2020-11-05,1
HUANCAVELICA,2020-11-05,1
HUANUCO,2020-11-05,1
ICA,2020-11-05,2
JUNIN,2020-11-05,3
LA LIBERTAD,2020-11-05,7
LAMBAYEQUE,2020-11-05,1
LIMA,2020-11-05,17
LORETO,2020-11-05,1
MADRE DE DIOS,2020-11-05,1
MOQUEGUA,2020-11-05,1
PASCO,2020-11-05,1
PIURA,2020-11-05,1
AMAZONAS,2020-11-06,2
ANCASH,2020-11-06,3
AREQUIPA,2020-11-06,4
AYACUCHO,2020-11-06,2
CAJAMARCA,2020-11-06,3
CALLAO,2020-11-06,3
HUANUCO,2020-11-06,2
JUNIN,2020-11-06,4
LA LIBERTAD,2020-11-06,2
LAMBAYEQUE,2020-11-06,1
LIMA,2020-11-06,19
PIURA,2020-11-06,5
SAN MARTIN,2020-11-06,3
UCAYALI,2020-11-06,4
AREQUIPA,2020-11-07,3
CAJAMARCA,2020-11-07,2
CALLAO,2020-11-07,2
HUANCAVELICA,2020-11-07,1
JUNIN,2020-11-07,1
LA LIBERTAD,2020-11-07,1
LAMBAYEQUE,2020-11-07,3
LIMA,2020-11-07,17
MADRE DE DIOS,2020-11-07,1
PASCO,2020-11-07,1
PIURA,2020-11-07,1
PUNO,2020-11-07,1
TACNA,2020-11-07,2
TUMBES,2020-11-07,2
UCAYALI,2020-11-07,1
ANCASH,2020-11-08,3
AREQUIPA,2020-11-08,2
AYACUCHO,2020-11-08,1
CAJAMARCA,2020-11-08,2
CALLAO,2020-11-08,4
CUSCO,2020-11-08,1
HUANCAVELICA,2020-11-08,1
HUANUCO,2020-11-08,4
ICA,2020-11-08,1
JUNIN,2020-11-08,1
LA LIBERTAD,2020-11-08,4
LAMBAYEQUE,2020-11-08,1
LIMA,2020-11-08,35
LORETO,2020-11-08,1
MOQUEGUA,2020-11-08,1
PIURA,2020-11-08,2
AREQUIPA,2020-11-09,3
CAJAMARCA,2020-11-09,2
CALLAO,2020-11-09,2
CUSCO,2020-11-09,1
HUANCAVELICA,2020-11-09,1
ICA,2020-11-09,3
JUNIN,2020-11-09,1
LA LIBERTAD,2020-11-09,2
LAMBAYEQUE,2020-11-09,3
LIMA,2020-11-09,26
MOQUEGUA,2020-11-09,1
PIURA,2020-11-09,1
PUNO,2020-11-09,2
UCAYALI,2020-11-09,1
AMAZONAS,2020-11-10,1
ANCASH,2020-11-10,1
APURIMAC,2020-11-10,1
AREQUIPA,2020-11-10,1
CAJAMARCA,2020-11-10,3
CALLAO,2020-11-10,1
HUANUCO,2020-11-10,1
ICA,2020-11-10,1
JUNIN,2020-11-10,1
LA LIBERTAD,2020-11-10,1
LAMBAYEQUE,2020-11-10,4
LIMA,2020-11-10,18
LORETO,2020-11-10,1
PIURA,2020-11-10,2
SAN MARTIN,2020-11-10,1
TUMBES,2020-11-10,1
